,original_video_name,hash_video_name
0,USOpen_HEVC_HFR_540p_1100K_148.y4m,172355521658819397178716342426092474060.y4m
1,TNFF_HEVC_SFR_396p_600K_114.y4m,214819827500716611161853177388752811864.y4m
2,USOpen_AVC_HFR_396p_900K_148.y4m,15303483749774896749156648851173316413.y4m
3,TNFF_AVC_HFR_540p_1300K_336.y4m,70995877606909272769456811630426316367.y4m
4,USOpen_HEVC_HFR_396p_900K_604.y4m,154807389889976842448249185568316274152.y4m
5,TNFF_AVC_HFR_396p_900K_114.y4m,34513643934135180968777283714430297797.y4m
6,USOpen_HEVC_SFR_720p_2200K_648.y4m,52817655989663344224333686905234389764.y4m
7,EPLDay_AVC_SFR_720p_2000K_74.y4m,209272878306189522557280254982726695292.y4m
8,TNFF_AVC_HFR_288p_300K_114.y4m,270385138452297446601630056501741212151.y4m
9,TNFNFL_HEVC_SFR_396p_900K_4211.y4m,66092370328398091557471141257001670224.y4m
10,EPLNight_AVC_SFR_288p_200K_58.y4m,227902148558128874143732700150425531060.y4m
11,Cricket2_AVC_HFR_396p_600K_210.y4m,154072772878772041576008282372997091857.y4m
12,TNFF_SRC_SRC_SRC_SRC_114.y4m,190432991026130450105648596082514625079.y4m
13,TNFF_HEVC_SFR_540p_1900K_336.y4m,292033643911996880734262934434551056101.y4m
14,USOpen_HEVC_SFR_396p_600K_604.y4m,317543107580853651655036497450363391536.y4m
15,TNFF_HEVC_HFR_396p_600K_336.y4m,102961901151714055558089906499044161553.y4m
16,USOpen_AVC_SFR_540p_1800K_604.y4m,92207206500275709271169161028386358514.y4m
17,TNFF_HEVC_SFR_720p_2200K_336.y4m,314446422751114344450704256155339077211.y4m
18,Cricket1_AVC_SFR_288p_200K_210.y4m,197676353682463695443732627647823104704.y4m
19,EPLDay_AVC_HFR_396p_600K_74.y4m,325384497482806585140002574908989904074.y4m
20,Cricket1_HEVC_HFR_288p_300K_210.y4m,24636679600735785347139338897306038642.y4m
21,USOpen_HEVC_HFR_720p_2200K_148.y4m,170820093820562667872128549202898160132.y4m
22,Cricket1_HEVC_SFR_396p_900K_210.y4m,145114528019443363519841921894629016489.y4m
23,Cricket2_AVC_SFR_720p_2000K_210.y4m,266068991366274837712486955654837862915.y4m
24,USOpen_AVC_HFR_396p_900K_648.y4m,225427094768067361070802009878598804974.y4m
25,EPLDay_AVC_SFR_396p_800K_74.y4m,126161495606141669393468689716133775173.y4m
26,USOpen_AVC_HFR_540p_1300K_648.y4m,198683734855403583074931209981420506158.y4m
27,TNFF_HEVC_HFR_720p_2200K_114.y4m,87839485779271216445202730536435988378.y4m
28,TNFNFL_HEVC_HFR_396p_900K_4211.y4m,149340766565600388247062014409245362600.y4m
29,TNFF_HEVC_SFR_288p_300K_336.y4m,237965441458061562311070144630793167422.y4m
30,TNFF_AVC_SFR_720p_2000K_114.y4m,64603442816668433060679809072867953630.y4m
31,Cricket1_AVC_HFR_540p_1900K_210.y4m,102198085667671440436131636921206969634.y4m
32,USOpen_HEVC_SFR_396p_600K_648.y4m,6698180133964283637712979077977567067.y4m
33,TNFF_AVC_HFR_396p_600K_336.y4m,163159164372564089090382037350759933307.y4m
34,USOpen_AVC_SFR_396p_800K_648.y4m,157955020978656345674195503432948736688.y4m
35,EPLNight_HEVC_SFR_540p_1100K_58.y4m,64522899231732951984223262129680375641.y4m
36,TNFF_HEVC_HFR_720p_2200K_336.y4m,97028535677237218198132572271966525282.y4m
37,TNFNFL_AVC_SFR_396p_800K_4211.y4m,61332290055157260628549378016185763002.y4m
38,Cricket1_AVC_HFR_720p_2200K_210.y4m,37902545894192977473995447840865907242.y4m
39,EPLNight_AVC_HFR_540p_1300K_58.y4m,99854943974740714951769738563499263842.y4m
40,Cricket2_HEVC_HFR_720p_2200K_210.y4m,301255993428580292147471557646720325980.y4m
41,USOpen_AVC_SFR_396p_400K_604.y4m,123331150489763968291736901782701399217.y4m
42,Cricket2_HEVC_SFR_720p_2200K_210.y4m,315759041361398758667112347704727825124.y4m
43,TNFF_HEVC_HFR_288p_300K_336.y4m,328781397848890973058035010279676454301.y4m
44,Cricket2_AVC_HFR_288p_300K_210.y4m,297886359453265106540625375421596751632.y4m
45,TNFNFL_AVC_SFR_396p_400K_4211.y4m,123384028275829579731372198179776865522.y4m
46,TNFF_HEVC_HFR_288p_300K_114.y4m,21650453622478035234668358276171026232.y4m
47,TNFNFL_AVC_HFR_720p_2200K_4211.y4m,119246860425717637818250706154537282806.y4m
48,USOpen_HEVC_HFR_540p_1100K_648.y4m,187628254893938318941485686329169295703.y4m
49,USOpen_AVC_SFR_720p_2000K_604.y4m,161943710045368321693058546134973346332.y4m
50,Cricket1_AVC_SFR_540p_1800K_210.y4m,269123482981352976378193743026562614335.y4m
51,EPLDay_HEVC_HFR_288p_300K_74.y4m,158513513809330114617651614383551837142.y4m
52,Cricket1_AVC_HFR_540p_1300K_210.y4m,256479748283695416860971318585405328418.y4m
53,EPLNight_AVC_SFR_396p_800K_58.y4m,90030249153424983309767954974105880788.y4m
54,USOpen_AVC_HFR_720p_2200K_604.y4m,220510437930623916511674064415650885516.y4m
55,Cricket2_HEVC_HFR_540p_1900K_210.y4m,327898138839228813509254687908211505801.y4m
56,TNFNFL_AVC_HFR_540p_1300K_4211.y4m,138970369277573671494326859989332924053.y4m
57,Cricket2_HEVC_SFR_288p_300K_210.y4m,59736687275987491423120871140450648000.y4m
58,TNFNFL_AVC_SFR_540p_1200K_4211.y4m,172127686649341580367543782819918794864.y4m
59,USOpen_HEVC_SFR_396p_900K_648.y4m,145945144934659613624443048106293965729.y4m
60,TNFF_HEVC_HFR_396p_900K_336.y4m,153050405360166514553631118497039609235.y4m
61,USOpen_HEVC_SFR_540p_1900K_148.y4m,42465468271233968638078251063925766701.y4m
62,TNFF_HEVC_HFR_540p_1100K_336.y4m,157646866748848411926233037978308819510.y4m
63,TNFNFL_HEVC_HFR_720p_2200K_4211.y4m,184854842914834868467593606800085103290.y4m
64,TNFF_AVC_SFR_396p_800K_336.y4m,2008396797402152769789089352340100420.y4m
65,TNFNFL_HEVC_SFR_396p_600K_4211.y4m,128610381633942767891394475493485343321.y4m
66,EPLDay_HEVC_SFR_540p_1100K_74.y4m,159005758223266806153377592270409520569.y4m
67,USOpen_AVC_SFR_540p_1200K_604.y4m,150793900935950379611973856116761151432.y4m
68,TNFF_AVC_SFR_540p_1800K_336.y4m,31625703094719778976666816858557135858.y4m
69,USOpen_HEVC_SFR_396p_900K_604.y4m,165353517619388003905369499696519339624.y4m
70,TNFF_HEVC_SFR_396p_600K_336.y4m,336090114639772445954501615468713346096.y4m
71,EPLNight_AVC_HFR_540p_1900K_58.y4m,134601792892375531042691279877989156117.y4m
72,Cricket2_AVC_SFR_540p_1800K_210.y4m,144860930196634716413950167521921760864.y4m
73,USOpen_AVC_HFR_288p_300K_604.y4m,122338583405590691643428634762901492943.y4m
74,USOpen_HEVC_SFR_396p_600K_148.y4m,152964180146748287147338417311941244901.y4m
75,Cricket1_AVC_HFR_396p_600K_210.y4m,20609728359946093724103879588952857296.y4m
76,USOpen_HEVC_HFR_396p_600K_604.y4m,197604820305044659643606936888884428569.y4m
77,EPLDay_AVC_HFR_288p_300K_74.y4m,30871450333479299574284723986391284338.y4m
78,TNFNFL_AVC_HFR_396p_600K_4211.y4m,89244700947143376120246549218535503022.y4m
79,USOpen_HEVC_HFR_396p_900K_648.y4m,220915401319272866437509844227612124124.y4m
80,TNFF_HEVC_HFR_540p_1900K_114.y4m,264860083880084459558831705535103710801.y4m
81,USOpen_HEVC_SFR_540p_1100K_148.y4m,156875241303750287171429686423257177842.y4m
82,USOpen_SRC_SRC_SRC_SRC_604.y4m,314877108400228371841203318529876427718.y4m
83,EPLNight_HEVC_SFR_396p_600K_58.y4m,206882496633758777973602204295960725062.y4m
84,USOpen_AVC_HFR_540p_1300K_148.y4m,110754449286876928530812730254689416915.y4m
85,EPLDay_SRC_SRC_SRC_SRC_74.y4m,252869299450143334494521195995196410820.y4m
86,USOpen_AVC_SFR_540p_1200K_648.y4m,118762147466851965346223563891193723220.y4m
87,TNFF_HEVC_HFR_540p_1100K_114.y4m,24718670390168538591329365845329317003.y4m
88,Cricket2_HEVC_HFR_288p_300K_210.y4m,12867492218391770583021951121106491314.y4m
89,TNFF_AVC_HFR_540p_1300K_114.y4m,190365012366979656454132498470780101623.y4m
90,Cricket1_HEVC_SFR_396p_600K_210.y4m,151823175796941053219315048828903892470.y4m
91,Cricket2_HEVC_HFR_396p_600K_210.y4m,292017929549968742556578882899889497380.y4m
