,index,hash_name,score,first_session
0,0,8356206559968305031763179302639131092.y4m,79,True
1,1,326822782165378259600998739469423003465.y4m,71,True
2,2,25260707989082124299598423660454776457.y4m,67,True
3,3,144694982297043944124674595006710145532.y4m,49,True
4,4,53042610402904320837393790252290806238.y4m,28,True
5,5,48025016965411101062473284270970724247.y4m,43,True
6,6,177013634999779099703081445311035696530.y4m,25,True
7,7,39017978020608228637870993150143449856.y4m,15,True
8,8,159854258954277750747843720971738004902.y4m,25,True
9,9,325639304771507810999791000276372992108.y4m,25,True
10,10,52399724487445823113488760455157739106.y4m,24,True
11,11,31527954446657710796974439455278905040.y4m,49,True
12,12,41135947222332723832185880260095100546.y4m,73,True
13,13,250320333012911819289754288094257844864.y4m,64,True
14,14,241724479271545622991198140626793950691.y4m,53,True
15,15,292229406890047704191906797737136684753.y4m,67,True
16,16,261756029454488287946451919892516562910.y4m,56,True
17,17,316421848538543551244401217423502782549.y4m,38,True
18,18,181697726342853092821256074451355146014.y4m,41,True
19,19,74591859767133558672150486303106546388.y4m,35,True
20,20,121933696559397775861951464769410444387.y4m,52,True
21,21,207503194636156770901855031339381463721.y4m,36,True
22,22,226993337888800299456001128481261747047.y4m,43,True
23,23,67474631451304547093351830283198396501.y4m,27,True
24,24,95507184578330590976254988617279445811.y4m,49,True
25,25,161828370780104647382984328184227267803.y4m,34,True
26,26,74252760729371506366074349810442990223.y4m,30,True
27,27,17308054326001514443505533974343673100.y4m,39,True
28,28,272892226832210409676423650723554056187.y4m,70,True
29,29,185778862366547915410511859360753071479.y4m,50,True
30,30,32570057079454123683852288893212585412.y4m,39,True
31,31,42689802812500431607206798841998235665.y4m,82,True
32,32,286346309380442293610776387783360447228.y4m,48,True
33,33,60289308586512004076565930912461786775.y4m,7,True
34,34,99577838186224644440879803783544404619.y4m,32,True
35,35,141773281696134469874549028106558148951.y4m,40,True
36,36,235954645322586004792404780745208904059.y4m,56,True
37,37,153122635404938372986611499467396150311.y4m,41,True
38,38,194735912003782974717992598010423340143.y4m,55,True
39,39,6731509688661805951482771812729594513.y4m,66,True
40,40,268888755057882860285585366966172372175.y4m,48,True
41,41,203066308701770318154697169053971349006.y4m,83,True
42,42,317680665261509239083312009899052343986.y4m,34,True
43,43,275296156261318800693681291462845020168.y4m,51,True
44,44,130800416120709522964526686206701814339.y4m,57,True
45,45,27535988334685253918425213234809256555.y4m,36,True
46,46,329845916420285742641012096296583286187.y4m,40,True
47,47,90022460500598271166737152492278633189.y4m,4,True
48,48,60128027764518822228112217191592999907.y4m,47,True
49,49,201866561069827123994114585968241132024.y4m,12,True
50,50,225951196189916445491416389567959652807.y4m,6,True
51,51,285677636747373692343308674392350758147.y4m,30,True
52,52,49373582159152781312095355995878979527.y4m,54,True
53,53,221180310861568673052523280753342106579.y4m,43,True
54,54,233210832599099104446005406001445117408.y4m,36,True
55,55,308196629359248880085047306875578324905.y4m,46,True
56,56,105085703457398217829753224153338120538.y4m,27,True
57,57,264427719001308447113538077212518634660.y4m,37,True
58,58,284472523365328988166087111790367290063.y4m,52,True
59,59,97482356872365472049408671682734787382.y4m,24,True
60,60,337126823403821851021822078270733656398.y4m,29,True
61,61,12908461547700371100708737235462268102.y4m,32,True
62,62,265427779286173782819754639876802519101.y4m,33,True
63,63,58130500991515444445874419506402405088.y4m,39,True
64,64,257753287600778057182976011092582500179.y4m,25,True
65,65,280632469681031363205473788875996402966.y4m,34,True
66,66,29196221807298093796131309331971632436.y4m,49,True
67,67,164353097606155341910272489987490432082.y4m,49,True
68,68,309282245523915747677199455730137348730.y4m,42,True
69,69,123941600250322845102683402335579800933.y4m,34,True
70,70,31141265872076466686881991890290647278.y4m,40,True
71,71,1971070579676925468356710549856008622.y4m,40,True
72,72,124102068483042899109190238164455919511.y4m,16,True
73,73,192011648290187543789338698554234596588.y4m,48,True
74,74,250086990873923323946744967184887132566.y4m,49,True
75,75,25504726934903097170212314657785698629.y4m,72,True
76,76,280508705618619363083131411479892238803.y4m,73,True
77,77,208298232351072860463657126616977734007.y4m,48,True
78,78,245250478931332179768400771354466926740.y4m,42,True
79,79,226205218456556939102851269268880970698.y4m,70,True
80,80,63628500908607951574634535420152304225.y4m,73,True
81,81,272150889073912220399311621617455824814.y4m,85,True
82,82,256869052012058075908935166999904398083.y4m,26,True
83,83,291136994837994225287945049617098165881.y4m,91,True
84,84,239970017979729634341717849720180559121.y4m,43,True
85,85,245844877923015536452634350877784068073.y4m,61,True
86,86,210763181947047564996341105436487056721.y4m,65,True
87,87,85640103444633857969095455132036468639.y4m,79,True
88,88,101196204915964071922784433875447491679.y4m,64,True
89,89,166644478593950235123330157137415190979.y4m,46,True
90,90,300814032289060663492700620528529457660.y4m,2,True
91,91,172359166573154116825621262564687450970.y4m,36,True
92,92,108170187877879222893123254009594309480.y4m,73,True
93,93,93200227589757143495432031934743411433.y4m,69,True
94,94,172955932547895536507307323045012967547.y4m,95,True
95,95,129813955263460260699884633481897421534.y4m,71,True
96,96,133668649716586990484146815994077993464.y4m,11,True
97,97,265379179246747225669257497210443591509.y4m,3,True
98,98,27853102044289506601198900179845794718.y4m,52,True
99,99,283369622124431245869121408293022316482.y4m,47,True
100,100,308746183377883616034568609520839149329.y4m,50,True
101,101,71420449389695707046428942566404383947.y4m,53,True
102,102,299662475271944158281984285568655708467.y4m,41,True
103,103,213885464466177616995985110055734638214.y4m,40,True
104,104,10882718144881516404176338686083748806.y4m,62,True
105,105,89738792378888521736961131004207163635.y4m,36,True
106,106,249438694953055087244425357472283988902.y4m,3,True
107,107,228406414350777349095338461416442003442.y4m,74,True
108,108,282444525081854161880440814325164737688.y4m,73,True
109,109,57433606348005250144896946322320404524.y4m,60,True
110,110,202695625112709065810289439815236570628.y4m,43,True
111,111,37252854507256334982895368574900349071.y4m,36,True
112,112,303862408844720408554515193409841557692.y4m,23,True
113,113,187592953499215206746441562317701182531.y4m,55,True
114,114,184819034898039371510406158920851381542.y4m,51,True
115,115,266929683030206246512916786243776019661.y4m,50,True
116,116,261049478420819233908795587595306266626.y4m,63,True
117,117,217910609486578276218831644947706306431.y4m,61,True
118,118,326800244460615648150063527367007190681.y4m,40,True
119,119,161310947733441481592565995592703840008.y4m,28,True
120,120,126895075228937023366908490544587148989.y4m,42,True
121,121,283393341324654574138358164788476382601.y4m,38,True
122,122,209417150962200272839462990033318794432.y4m,32,True
123,123,59417347579616083958870438285593619489.y4m,8,True
124,124,72133702727539126997017426650612305710.y4m,24,True
125,0,32076298083598489120943829906280624685.y4m,47,False
126,1,176374304937672190636275005967234824729.y4m,23,False
127,2,26891497031944478027296317465516291858.y4m,9,False
128,3,169497983069054757540231138117798448622.y4m,25,False
129,4,118520164395870642924642948657506187625.y4m,19,False
130,5,299493739430263406363132550504185217071.y4m,21,False
131,6,170491130495381192389440884615160361554.y4m,28,False
132,7,268328212679844711734863364047299613325.y4m,30,False
133,8,85753251337855233848476710164763217916.y4m,50,False
134,9,185565650687160261286899273529780990773.y4m,38,False
135,10,171492309316718970952363348247519957934.y4m,84,False
136,11,16163210124413108655033925901287760526.y4m,40,False
137,12,49785908149879065542090455593359749471.y4m,46,False
138,13,55909488325974615185982842610816515018.y4m,49,False
139,14,23659549995700225868515115064401206921.y4m,63,False
140,15,165527834069344217767252760979563843901.y4m,5,False
141,16,153804738713820376324343452240314259335.y4m,27,False
142,17,248248140172616426323697141246792374908.y4m,3,False
143,18,237018596533765155417374393867452832390.y4m,28,False
144,19,9019353361790677302903937332986999079.y4m,49,False
145,20,64698647972425582707295598192202388929.y4m,55,False
146,21,26461800895814734020424458427199823706.y4m,100,False
147,22,193492008502330349226749546043250141758.y4m,48,False
148,23,121364913141936886654457400601696242455.y4m,10,False
149,24,299701427476624721249817513597849452613.y4m,26,False
150,25,8233647798036718099697042541067735695.y4m,73,False
151,26,57697821904568594972768384692595722309.y4m,46,False
152,27,258096563233282417669339393157535323043.y4m,47,False
153,28,211525757704198057526679434077730675586.y4m,48,False
154,29,269134374794936810829660481357596549761.y4m,7,False
155,30,51166165213409198358690751173675809115.y4m,24,False
156,31,215070430441444421009887826532934880298.y4m,36,False
157,32,47145345393659641013413900525818790782.y4m,49,False
158,33,92578716813608368722884080601757004768.y4m,37,False
159,34,209932305063126453400202140017970417231.y4m,51,False
160,35,156698666888511003440788966437867556101.y4m,64,False
161,36,61368025939496198214034687339977167571.y4m,42,False
162,37,76761352933300691441008087177512143508.y4m,43,False
163,38,309707486677349924804954417466118255303.y4m,72,False
164,39,76149717994632144536133323916693684454.y4m,32,False
165,40,72543975909260068947131137222813258813.y4m,46,False
166,41,129427922878988505393669162111893099170.y4m,54,False
167,42,170023101825535844010609458864568352637.y4m,59,False
168,43,69476502878467254491023945784146838376.y4m,81,False
169,44,256473107763038133154298032696354539660.y4m,51,False
170,45,334601577938457256573113208069601317680.y4m,51,False
171,46,276678022166238435553797552907532076683.y4m,73,False
172,47,261083580145235603787610340180568283621.y4m,37,False
