,index,hash_name,score,first_session
0,0,58076610052517561630307538981440874601.y4m,100,True
1,1,161637059544618047628905344138524073781.y4m,91,True
2,2,301372012356261046652938520365670861051.y4m,38,True
3,3,329845217083174815794255607628563435035.y4m,33,True
4,4,94034036498422274354815851509622382539.y4m,72,True
5,5,284550720452949881889455822653316158335.y4m,90,True
6,6,105657986898668319663333618207597997163.y4m,38,True
7,7,65565480736557673436310174972163512325.y4m,74,True
8,8,118020241481527181306766630823000514229.y4m,15,True
9,9,202621991564024156929890580686566821059.y4m,25,True
10,10,288438565918500831870849660924693160677.y4m,91,True
11,11,254496809071863829104372392711977623503.y4m,94,True
12,12,155407610695959803372557494324200683219.y4m,9,True
13,13,193213294464486884687111374640052161991.y4m,1,True
14,14,299608957606498972228503006920324598298.y4m,66,True
15,15,171337782888492268057044536624888338517.y4m,44,True
16,16,122258309174620402603193220961292925181.y4m,69,True
17,17,289138594691579741440143832203652086762.y4m,80,True
18,18,14299588383469745170635568006499641576.y4m,90,True
19,19,93328256706542773168291356633340504807.y4m,73,True
20,20,328471264072876523216026033918437401787.y4m,35,True
21,21,74383220702311185016850598391928640231.y4m,51,True
22,22,20428790591973698562275154384349337870.y4m,1,True
23,23,264308092138755182072039819998151609791.y4m,62,True
24,24,70986140353213563733605911551451443744.y4m,66,True
25,25,145534927248202929853560107448893222087.y4m,37,True
26,26,312945364894260530501230224730631997884.y4m,66,True
27,27,276505504924506612406633628089036401162.y4m,42,True
28,28,41789816500295085945755887374890270606.y4m,91,True
29,29,105942227825741890827028801182831893632.y4m,73,True
30,30,230615781553700114202247999748245097683.y4m,50,True
31,31,7693994079740634145821728873994765090.y4m,91,True
32,32,110633055949691751914426971701317604177.y4m,89,True
33,33,47313942769072554412047524475468174011.y4m,64,True
34,34,177676884190736148190593115449487875396.y4m,82,True
35,35,316740762095389944678109342512019426954.y4m,1,True
36,36,138170236657205700260074755694361419287.y4m,80,True
37,37,325273396641050073384448065268679172622.y4m,57,True
38,38,62930852523704358936656404033657761886.y4m,39,True
39,39,83277782794535419138388818100543619721.y4m,32,True
40,40,107972489709825899386726519673988859547.y4m,45,True
41,41,336280816183787488384224108982778628874.y4m,26,True
42,42,253525516386645139743975349285036270272.y4m,50,True
43,43,37374264030380859426384550060248411423.y4m,13,True
44,44,114064853416794612890460312490235053215.y4m,40,True
45,45,292338047405413932653900202604621258998.y4m,64,True
46,46,137216627784701331568611955323066510024.y4m,61,True
47,47,337667658880335957916367300810436789849.y4m,58,True
48,48,327524834091511757649704690884484934405.y4m,38,True
49,49,180258876450600071489037058269732414212.y4m,32,True
50,50,268063494289450245847191156911322825100.y4m,60,True
51,51,34525571221424433563914267200219502136.y4m,48,True
52,52,89599380031247215274206260379241778189.y4m,44,True
