,index,hash_name,score,first_session
0,0,292338047405413932653900202604621258998.y4m,48,True
1,1,310001529999443597000915946138816843052.y4m,46,True
2,2,322102479129483757585820767764373249461.y4m,48,True
3,3,148780398093569890309185963523923765906.y4m,4,True
4,4,143117248474984157175745521494359596324.y4m,30,True
5,5,199264699369526265539743190065057784619.y4m,10,True
6,6,49499124708754027432685319070855881831.y4m,47,True
7,7,183818464567138483221404171067239884576.y4m,27,True
8,8,102766090170356144725167020391829597108.y4m,23,True
9,9,329845217083174815794255607628563435035.y4m,5,True
10,10,157263565546748932450383911210921739511.y4m,26,True
11,11,118020241481527181306766630823000514229.y4m,9,True
12,12,307066867612951233106360876602419712855.y4m,27,True
13,13,121649847168503303399072587470894640132.y4m,5,True
14,14,106704756187281552964855025669931641131.y4m,25,True
15,15,138691827497814229814377548512856056934.y4m,5,True
16,16,276407339827074707896189415897795030655.y4m,34,True
17,17,150659894948931297659024922918339500979.y4m,8,True
18,18,284550720452949881889455822653316158335.y4m,32,True
19,19,20224377538311656524364753148444120368.y4m,55,True
20,20,110303702977700373321254986536379043525.y4m,45,True
21,21,21772631763511610515359448641220322053.y4m,8,True
22,22,83277782794535419138388818100543619721.y4m,26,True
23,23,312379466294792854993506717778777610507.y4m,25,True
24,24,96534691069420340436920574672247852046.y4m,48,True
25,25,256224331243095858912592308393374604799.y4m,20,True
26,26,234097650750808491432721995919661816763.y4m,25,True
27,27,247172007874212731710045241128136391856.y4m,56,True
28,28,125490425725583983348182992488916325638.y4m,28,True
29,29,307447739125463141898209871065995342557.y4m,29,True
30,30,299608957606498972228503006920324598298.y4m,39,True
31,31,150975641094223229983175925407667154399.y4m,4,True
32,32,36034561471955561276398366404739123810.y4m,30,True
33,33,15324870053611183598914739456546117526.y4m,1,True
34,34,187298059111511550202499426278689534803.y4m,30,True
35,35,246320518103021449329396541598379894224.y4m,1,True
36,36,301141931621972643742095367663127565233.y4m,11,True
37,37,233694505049409636575615295920132747560.y4m,20,True
38,38,218390395050703807610449557399700576369.y4m,3,True
39,39,37374264030380859426384550060248411423.y4m,8,True
40,40,230615781553700114202247999748245097683.y4m,20,True
41,41,180258876450600071489037058269732414212.y4m,7,True
42,42,39759848095392529150455918876585462068.y4m,13,True
43,43,231500214070058543694510048677007043524.y4m,6,True
44,44,184224595208201765892012938725550851615.y4m,23,True
45,45,119352662079414833188989206508630620255.y4m,20,True
46,46,220737870032901150484392241841520569932.y4m,21,True
47,47,255282022672005947121716882838712453026.y4m,25,True
48,48,286553958836311551609221694283557837761.y4m,20,True
49,49,288438565918500831870849660924693160677.y4m,63,True
50,50,317500158707222497091444425558438586539.y4m,15,True
51,51,210910047146759413576953554531403056593.y4m,1,True
52,52,41789816500295085945755887374890270606.y4m,27,True
53,53,166314572925685549839693551865322005775.y4m,6,True
54,54,28359911429680422888664204136856006243.y4m,9,True
55,55,225222042209065316649653912024435216463.y4m,51,True
56,56,235874669988633133275731896552590774129.y4m,44,True
57,57,220550749928157748072722023008525912383.y4m,12,True
58,58,90939027582151633697168479729462541228.y4m,24,True
59,59,46377042948321384180881294973766225099.y4m,40,True
60,60,162863598070787543864311813184619205005.y4m,1,True
61,61,220546252143487811100015042744542329515.y4m,42,True
62,62,33746680407033697278939205569857135216.y4m,33,True
63,63,267415303902360765580554161422735717450.y4m,44,True
64,64,168827236464177048193393535681647049224.y4m,25,True
65,65,145534927248202929853560107448893222087.y4m,28,True
66,66,177676884190736148190593115449487875396.y4m,2,True
67,67,58076610052517561630307538981440874601.y4m,59,True
68,68,225306515036916083436499172046384793485.y4m,15,True
69,69,226837749413597047420881072959313883501.y4m,41,True
70,70,14355760933860173731675425852640722611.y4m,41,True
71,71,336280816183787488384224108982778628874.y4m,1,True
72,72,184436094980911102725228526334255999469.y4m,62,True
73,73,337783028205665067917150164848314898074.y4m,22,True
74,74,122258309174620402603193220961292925181.y4m,43,True
75,75,88315416891098343390034520037631575293.y4m,14,True
76,76,62930852523704358936656404033657761886.y4m,28,True
77,77,49856161668581561765233017122417785783.y4m,20,True
78,78,268063494289450245847191156911322825100.y4m,30,True
79,79,211748399537087526910336351022439753539.y4m,21,True
80,80,192218470441192607965650306309013103924.y4m,44,True
81,81,254496809071863829104372392711977623503.y4m,44,True
82,82,48028569953737628460524063580673987141.y4m,63,True
83,83,240792041345625778499795216370900368583.y4m,52,True
84,84,313590970083858616707491093722153201878.y4m,57,True
85,85,4968677123091714835008116794343536377.y4m,22,True
86,86,317402513067647966989306182856900708951.y4m,4,True
87,87,211223654972866454415931415269240676907.y4m,23,True
88,88,128316308472564432805182547030482099890.y4m,58,True
89,89,92284195552565772263340456522515660041.y4m,3,True
90,90,137216627784701331568611955323066510024.y4m,10,True
91,91,113322231157512440684639196919729238573.y4m,27,True
92,92,297786564474114883459706089508755735377.y4m,7,True
93,93,288771886382383530352869774987104755294.y4m,11,True
94,94,330243685429659789904924039141435617840.y4m,5,True
95,95,47712961831354663683093288463533217915.y4m,20,True
96,96,97203236897002203246194073187253366504.y4m,22,True
97,97,34042991574486238429383175517183477426.y4m,10,True
98,98,211997388781223734257401675148318211510.y4m,17,True
99,99,281074250574708777933368175675791041620.y4m,2,True
100,100,30590764916250264597129325601611663311.y4m,2,True
101,101,301372012356261046652938520365670861051.y4m,22,True
102,102,111404610716173654931954474331540265144.y4m,39,True
103,103,334748175482133469618407515551591356761.y4m,2,True
104,104,65895504775898857410357066353030959010.y4m,28,True
105,105,134887625249863097170539008388085163730.y4m,11,True
106,106,105657986898668319663333618207597997163.y4m,2,True
107,107,105942227825741890827028801182831893632.y4m,47,True
108,108,182576609951173873291276967015820370223.y4m,62,True
109,109,253525516386645139743975349285036270272.y4m,33,True
110,110,183980321948346812736284926706715101317.y4m,26,True
111,111,37747368638107780560344969287437680584.y4m,4,True
112,112,281094568428745226250575904028991070755.y4m,4,True
113,113,54061739469571495966455607393386097256.y4m,20,True
114,114,33978979786134600066383782854845113141.y4m,35,True
115,115,274381275758492068211163685618458414579.y4m,32,True
116,116,2614452269844054199558602051728143855.y4m,3,True
117,117,61552609253819006848619756072877077866.y4m,5,True
118,118,203705833798557677211092233890945342702.y4m,38,True
119,119,271801356920490594927768501601244811159.y4m,9,True
120,120,28273251877129853798734113748509426129.y4m,2,True
121,121,215356198985850718945295209453628108056.y4m,3,True
122,122,47313942769072554412047524475468174011.y4m,1,True
123,123,218797781427374539278633862426308069907.y4m,5,True
124,124,116598126089666378079331731067261069417.y4m,1,True
125,0,183601522320287053546561588992409606204.y4m,53,False
126,1,155407610695959803372557494324200683219.y4m,12,False
127,2,325572937761775283041949225561560650206.y4m,33,False
128,3,46464838362804489324529191354682074016.y4m,28,False
129,4,45981441565324764851657808922742218952.y4m,61,False
