,index,hash_name,score,first_session
0,0,269123482981352976378193743026562614335.y4m,44,True
1,1,198326974077222852934106071125114001334.y4m,25,True
2,2,266068991366274837712486955654837862915.y4m,62,True
3,3,4483435561037917620615280033595573782.y4m,49,True
4,4,51209370423804899606254656516064542459.y4m,76,True
5,5,326210168047450535760810374181900429378.y4m,65,True
6,6,70598911931431874319923688044607080852.y4m,60,True
7,7,75223644537191376691470345884124562074.y4m,50,True
8,8,289017926951408895876189996679991517329.y4m,84,True
9,9,34513643934135180968777283714430297797.y4m,39,True
10,10,172355521658819397178716342426092474060.y4m,52,True
11,11,95948011213357013958259283093245616629.y4m,52,True
12,12,126726564226517799517520979904088100701.y4m,57,True
13,13,90030249153424983309767954974105880788.y4m,33,True
14,14,189876900768713901787099485659867967796.y4m,59,True
15,15,176728106173906595435261450118372267496.y4m,72,True
16,16,321896591191503642385228053570667170566.y4m,62,True
17,17,136369057540341610380046687470888826682.y4m,25,True
18,18,145114528019443363519841921894629016489.y4m,36,True
19,19,60920182358140246463150800070431090163.y4m,59,True
20,20,42465468271233968638078251063925766701.y4m,73,True
21,21,74845469875544980661931438000417668678.y4m,89,True
22,22,170820093820562667872128549202898160132.y4m,75,True
23,23,151823175796941053219315048828903892470.y4m,27,True
24,24,115112807969929642920484032723476893147.y4m,47,True
25,25,310419446449857416010013339752429725744.y4m,50,True
26,26,297886359453265106540625375421596751632.y4m,14,True
27,27,250261094754809788522658736116164322882.y4m,62,True
28,28,247529170132131350414658998344021258175.y4m,86,True
29,29,37902545894192977473995447840865907242.y4m,63,True
30,30,339263946943365977788427212839157676416.y4m,46,True
31,31,31911207890560825832508539501449815931.y4m,48,True
32,32,173383254095492391426848847987298562087.y4m,14,True
33,33,59736687275987491423120871140450648000.y4m,25,True
34,34,29365641939440526686085604805791184239.y4m,54,True
35,35,236770767278192609894946748754822177965.y4m,43,True
36,36,40324171238767894871500910308122660677.y4m,5,True
37,37,14160222648687170933262175147340148151.y4m,71,True
38,38,256479748283695416860971318585405328418.y4m,45,True
39,39,143109509021142880329870629974558715392.y4m,44,True
40,40,198725094353363747521630033086903162178.y4m,45,True
41,41,55058053683613771459836433581879124177.y4m,34,True
42,42,190365012366979656454132498470780101623.y4m,50,True
43,43,101644311081863874597963204544234053980.y4m,37,True
44,44,227902148558128874143732700150425531060.y4m,5,True
45,45,214819827500716611161853177388752811864.y4m,39,True
46,46,152964180146748287147338417311941244901.y4m,42,True
47,47,71537947284426720001316520184313026352.y4m,93,True
48,48,272887235865251134294166431215383619369.y4m,80,True
49,49,53425767210309480360158768521346697999.y4m,25,True
50,50,163804106106169106146138228995751093032.y4m,14,True
51,51,14241645553105461707877138042464368956.y4m,11,True
52,52,2970711484064645789316516926964177594.y4m,48,True
53,53,225213515583324806019026011864516331213.y4m,49,True
54,54,41462320153136118637675693215374966119.y4m,36,True
55,55,24718670390168538591329365845329317003.y4m,46,True
56,56,109258675982032168897631186282865368887.y4m,76,True
57,57,275027880790554123575969058778519419404.y4m,48,True
58,58,314863134429019137346517783353085433729.y4m,38,True
59,59,128042525015855328030890141282408336961.y4m,47,True
60,60,197676353682463695443732627647823104704.y4m,4,True
61,61,244260064786322957229281890387860701041.y4m,7,True
62,62,136581329074739513809880965865819998730.y4m,19,True
63,63,103165455535877690394915677324461195961.y4m,69,True
64,64,31580576053957890759038956796294809505.y4m,12,True
65,65,301255993428580292147471557646720325980.y4m,25,True
66,66,139761788806559252734991712036122420589.y4m,50,True
67,67,175516287637091052506508211159509309754.y4m,49,True
68,68,24636679600735785347139338897306038642.y4m,4,True
69,69,138481408777610684240117699122035801762.y4m,2,True
70,70,333980729700051788531561692001357868218.y4m,2,True
71,71,244463013588601118224960286505226057745.y4m,29,True
72,72,327898138839228813509254687908211505801.y4m,77,True
73,73,67171646721919702032725628078240868949.y4m,48,True
74,74,99854943974740714951769738563499263842.y4m,49,True
75,75,20609728359946093724103879588952857296.y4m,21,True
76,76,148397064237318904690223128458901838666.y4m,55,True
77,77,292768692193399584830006938385446147229.y4m,49,True
78,78,289621139200368314878133441430839523888.y4m,61,True
79,79,36412715696825456556034122310513222700.y4m,49,True
80,80,12867492218391770583021951121106491314.y4m,14,True
81,81,176275377886418655672707367270019638894.y4m,3,True
82,82,109081724158530434657251639424963799902.y4m,27,True
83,83,264860083880084459558831705535103710801.y4m,49,True
84,84,158807136774885285079198538003335894022.y4m,55,True
85,85,328715899376205927215079195810457814060.y4m,25,True
86,86,190432991026130450105648596082514625079.y4m,74,True
87,87,290873652377542542412188115564052087079.y4m,38,True
88,88,292017929549968742556578882899889497380.y4m,51,True
89,89,134601792892375531042691279877989156117.y4m,62,True
90,90,102198085667671440436131636921206969634.y4m,59,True
91,91,327576955705520307465324002268076372530.y4m,25,True
92,92,245912831642104771837843823280922616381.y4m,71,True
93,93,154072772878772041576008282372997091857.y4m,36,True
94,94,64603442816668433060679809072867953630.y4m,58,True
95,95,326805096269727285323477416091594478574.y4m,8,True
96,96,206882496633758777973602204295960725062.y4m,12,True
97,97,15303483749774896749156648851173316413.y4m,36,True
98,98,330154503733092515442325802330639081912.y4m,43,True
99,99,110754449286876928530812730254689416915.y4m,51,True
100,100,270385138452297446601630056501741212151.y4m,1,True
101,101,32065684782842246154541198715142343516.y4m,49,True
102,102,182396876626172856267929380833559729943.y4m,49,True
103,103,64522899231732951984223262129680375641.y4m,49,True
104,104,96388728961800304753469079739103365315.y4m,51,True
105,105,2546278370679339073432304207069231295.y4m,27,True
106,106,300973113287332015333922295998807279335.y4m,39,True
107,107,31471927803453488695183321321851310963.y4m,65,True
108,108,87839485779271216445202730536435988378.y4m,48,True
109,109,241215369184545187147245714821134431690.y4m,60,True
110,110,311763373976957900446009983821154371114.y4m,46,True
111,111,21650453622478035234668358276171026232.y4m,3,True
112,112,93388130823949073527943177685580389501.y4m,64,True
113,113,181818824180269330269089852494227933175.y4m,25,True
114,114,156875241303750287171429686423257177842.y4m,55,True
115,115,315759041361398758667112347704727825124.y4m,82,True
116,116,240854237428559118750451235083375759207.y4m,4,True
117,117,260471663455379802271600875740588143697.y4m,74,True
118,118,32375940018735669609548967526627801530.y4m,63,True
119,119,144860930196634716413950167521921760864.y4m,50,True
120,120,98038341804143720861114565061279000143.y4m,35,True
121,121,96468857016342263233632437013486829576.y4m,10,True
122,122,269394577965119527159336015356079815316.y4m,47,True
123,123,62897170342731302757968216099799496867.y4m,47,True
124,124,285317454430543300803585824960401684984.y4m,2,True
125,0,61332290055157260628549378016185763002.y4m,4,False
126,1,12748281324069982238315162511145063776.y4m,4,False
127,2,68719954625705459975357308153361862900.y4m,2,False
128,3,23276500442443558336970281467368200646.y4m,5,False
129,4,92207206500275709271169161028386358514.y4m,63,False
130,5,153050405360166514553631118497039609235.y4m,50,False
131,6,6698180133964283637712979077977567067.y4m,43,False
132,7,291008196138195890035756511674811828729.y4m,25,False
133,8,130364387205961186520215563221161746397.y4m,96,False
134,9,63902037825763048519728004434171979048.y4m,52,False
135,10,126602597337793576069706184797546732129.y4m,61,False
136,11,63953977162454207222596837743115971038.y4m,67,False
