,index,hash_name,score,first_session
0,0,317500158707222497091444425558438586539.y4m,49,True
1,1,124207145255284870457375744892119160398.y4m,41,True
2,2,244214116995982826600871960629043916600.y4m,46,True
3,3,72164772510459005647647743944967931829.y4m,74,True
4,4,136992981622422181421132609511619238046.y4m,51,True
5,5,235874669988633133275731896552590774129.y4m,67,True
6,6,187298059111511550202499426278689534803.y4m,69,True
7,7,312379466294792854993506717778777610507.y4m,35,True
8,8,281074250574708777933368175675791041620.y4m,12,True
9,9,276407339827074707896189415897795030655.y4m,57,True
10,10,48028569953737628460524063580673987141.y4m,90,True
11,11,92284195552565772263340456522515660041.y4m,37,True
12,12,264308092138755182072039819998151609791.y4m,73,True
13,13,247172007874212731710045241128136391856.y4m,77,True
14,14,180258876450600071489037058269732414212.y4m,1,True
15,15,255999921452040482592586759899843806667.y4m,66,True
16,16,125967911904688557255111195249825574353.y4m,51,True
17,17,122410070261929394509625114153233392833.y4m,46,True
18,18,307447739125463141898209871065995342557.y4m,54,True
19,19,131391231083997715827021928687065400756.y4m,78,True
20,20,267956806525482940188065099104244041648.y4m,56,True
21,21,211223654972866454415931415269240676907.y4m,73,True
22,22,98463578067699146494304933440100035453.y4m,71,True
23,23,4968677123091714835008116794343536377.y4m,70,True
24,24,322102479129483757585820767764373249461.y4m,76,True
25,25,53644371848765098724854261231433522602.y4m,17,True
26,26,203705833798557677211092233890945342702.y4m,59,True
27,27,193715919282290054117381361703089484676.y4m,61,True
28,28,111404610716173654931954474331540265144.y4m,59,True
29,29,171337782888492268057044536624888338517.y4m,36,True
30,30,47313942769072554412047524475468174011.y4m,29,True
31,31,275753993419725153383838464425506120748.y4m,70,True
32,32,334995483810535216847662955978339735665.y4m,27,True
33,33,148780398093569890309185963523923765906.y4m,29,True
34,34,166314572925685549839693551865322005775.y4m,24,True
35,35,230615781553700114202247999748245097683.y4m,67,True
36,36,218390395050703807610449557399700576369.y4m,30,True
37,37,28359911429680422888664204136856006243.y4m,55,True
38,38,90939027582151633697168479729462541228.y4m,59,True
39,39,125490425725583983348182992488916325638.y4m,38,True
40,40,292338047405413932653900202604621258998.y4m,73,True
41,41,182157168317867125189351167444564526797.y4m,43,True
42,42,79241690749769548974107736132301914565.y4m,13,True
43,43,145506730618490687621242412889311185264.y4m,91,True
44,44,122258309174620402603193220961292925181.y4m,79,True
45,45,94642410580876051826243608271461975297.y4m,15,True
46,46,94034036498422274354815851509622382539.y4m,51,True
47,47,138170236657205700260074755694361419287.y4m,73,True
48,48,43168649094941460182098410453465772453.y4m,51,True
49,49,224364196885256868610024501942326796907.y4m,40,True
50,50,60566402529378514910976425631595438513.y4m,21,True
51,51,114064853416794612890460312490235053215.y4m,76,True
52,52,183818464567138483221404171067239884576.y4m,95,True
53,53,116598126089666378079331731067261069417.y4m,49,True
54,54,211997388781223734257401675148318211510.y4m,72,True
