,index,hash_name,score,first_session
0,0,114064853416794612890460312490235053215.y4m,49,True
1,1,143117248474984157175745521494359596324.y4m,35,True
2,2,297786564474114883459706089508755735377.y4m,68,True
3,3,47991026169440524977264633586016271986.y4m,41,True
4,4,111404610716173654931954474331540265144.y4m,61,True
5,5,233694505049409636575615295920132747560.y4m,34,True
6,6,37374264030380859426384550060248411423.y4m,27,True
7,7,336280816183787488384224108982778628874.y4m,2,True
8,8,211997388781223734257401675148318211510.y4m,43,True
9,9,316740762095389944678109342512019426954.y4m,1,True
10,10,299608957606498972228503006920324598298.y4m,59,True
11,11,28273251877129853798734113748509426129.y4m,1,True
12,12,118020241481527181306766630823000514229.y4m,1,True
13,13,81821650464797119233884171635691454890.y4m,3,True
14,14,137216627784701331568611955323066510024.y4m,46,True
15,15,68360330852844458466032385840218779291.y4m,100,True
16,16,163510072312799543427463656914320254963.y4m,62,True
17,17,28651004939841350920796654612633127537.y4m,8,True
18,18,102766090170356144725167020391829597108.y4m,68,True
19,19,54061739469571495966455607393386097256.y4m,38,True
20,20,89599380031247215274206260379241778189.y4m,39,True
21,21,156904449378279480197565765953117560980.y4m,1,True
22,22,220546252143487811100015042744542329515.y4m,25,True
23,23,15324870053611183598914739456546117526.y4m,14,True
24,24,72763497578819914658274267257790687897.y4m,27,True
25,25,136992981622422181421132609511619238046.y4m,35,True
26,26,110633055949691751914426971701317604177.y4m,69,True
27,27,119352662079414833188989206508630620255.y4m,47,True
28,28,134887625249863097170539008388085163730.y4m,25,True
29,29,247782123912345390124696275053651320593.y4m,42,True
30,30,256224331243095858912592308393374604799.y4m,37,True
31,31,211223654972866454415931415269240676907.y4m,81,True
32,32,105657986898668319663333618207597997163.y4m,8,True
33,33,244367845322658182868244074376419905577.y4m,62,True
34,34,215356198985850718945295209453628108056.y4m,36,True
35,35,183818464567138483221404171067239884576.y4m,74,True
36,36,166314572925685549839693551865322005775.y4m,25,True
37,37,172485354443147687495826236125528020826.y4m,50,True
38,38,328471264072876523216026033918437401787.y4m,34,True
39,39,220737870032901150484392241841520569932.y4m,25,True
40,40,310001529999443597000915946138816843052.y4m,53,True
41,41,208852576279080958674547809465491320795.y4m,34,True
42,42,83277782794535419138388818100543619721.y4m,23,True
43,43,93328256706542773168291356633340504807.y4m,71,True
44,44,94642410580876051826243608271461975297.y4m,1,True
45,45,45981441565324764851657808922742218952.y4m,68,True
46,46,246320518103021449329396541598379894224.y4m,26,True
47,47,4968677123091714835008116794343536377.y4m,46,True
48,48,231500214070058543694510048677007043524.y4m,73,True
49,49,125967911904688557255111195249825574353.y4m,8,True
50,50,1547940232635734329014889938388036085.y4m,1,True
51,51,2614452269844054199558602051728143855.y4m,26,True
52,52,275753993419725153383838464425506120748.y4m,46,True
53,53,220550749928157748072722023008525912383.y4m,36,True
54,54,314445694172655561857797574770537949161.y4m,40,True
55,55,116598126089666378079331731067261069417.y4m,50,True
56,56,334995483810535216847662955978339735665.y4m,1,True
57,57,286944206728148461178567290794571858015.y4m,73,True
58,58,87711263632846160488309817835132897308.y4m,65,True
59,59,122410070261929394509625114153233392833.y4m,50,True
60,60,281094568428745226250575904028991070755.y4m,37,True
61,61,183980321948346812736284926706715101317.y4m,32,True
62,62,182157168317867125189351167444564526797.y4m,12,True
63,63,157263565546748932450383911210921739511.y4m,28,True
64,64,271801356920490594927768501601244811159.y4m,28,True
65,65,281185080989948148886943419127222396710.y4m,75,True
66,66,225222042209065316649653912024435216463.y4m,95,True
67,67,276407339827074707896189415897795030655.y4m,72,True
68,68,168827236464177048193393535681647049224.y4m,35,True
69,69,330698912276783590094463162885808080477.y4m,60,True
70,70,330698912276783590094463162885808080477.y4m,48,True
71,71,14355760933860173731675425852640722611.y4m,48,True
72,72,34525571221424433563914267200219502136.y4m,24,True
73,73,21772631763511610515359448641220322053.y4m,24,True
74,74,286553958836311551609221694283557837761.y4m,26,True
