,index,hash_name,score,first_session
0,0,33978979786134600066383782854845113141.y4m,72,True
1,1,14355760933860173731675425852640722611.y4m,80,True
2,2,313216493380300455888566308392342173261.y4m,14,True
3,3,53644371848765098724854261231433522602.y4m,6,True
4,4,189618431223948422201870436657855489365.y4m,48,True
5,5,184224595208201765892012938725550851615.y4m,100,True
6,6,20428790591973698562275154384349337870.y4m,1,True
7,7,195913895863575670331331817283558260690.y4m,28,True
8,8,151679462551700766803044506051440512365.y4m,38,True
9,9,203705833798557677211092233890945342702.y4m,73,True
10,10,192368723192203004695936935825363039056.y4m,34,True
11,11,4968677123091714835008116794343536377.y4m,42,True
12,12,211600389569040273709811112445749526741.y4m,1,True
13,13,64405083707180912825670956760747243419.y4m,57,True
14,14,280860897073756743985315496535564113653.y4m,80,True
15,15,34042991574486238429383175517183477426.y4m,27,True
16,16,277364693454829038878994803394851189782.y4m,35,True
17,17,20224377538311656524364753148444120368.y4m,73,True
18,18,256224331243095858912592308393374604799.y4m,44,True
19,19,283005392929254373615021696232526879145.y4m,1,True
20,20,116598126089666378079331731067261069417.y4m,22,True
21,21,218390395050703807610449557399700576369.y4m,32,True
22,22,88309363507104323586152800886860905139.y4m,46,True
23,23,109127575612627929366188410917693732959.y4m,56,True
24,24,246320518103021449329396541598379894224.y4m,1,True
25,25,212364189504293014885876801026636739813.y4m,100,True
26,26,330698912276783590094463162885808080477.y4m,69,True
27,27,336280816183787488384224108982778628874.y4m,16,True
28,28,193715919282290054117381361703089484676.y4m,72,True
29,29,288857684598560264085519527860329257950.y4m,49,True
30,30,143117248474984157175745521494359596324.y4m,51,True
31,31,54061739469571495966455607393386097256.y4m,27,True
32,32,225222042209065316649653912024435216463.y4m,92,True
33,33,255999921452040482592586759899843806667.y4m,24,True
34,34,98463578067699146494304933440100035453.y4m,94,True
35,35,244214116995982826600871960629043916600.y4m,61,True
36,36,105657986898668319663333618207597997163.y4m,1,True
37,37,219868172228757137392660119532843249475.y4m,100,True
38,38,208852576279080958674547809465491320795.y4m,7,True
39,39,313644340709534594306808168878359142918.y4m,80,True
40,40,46377042948321384180881294973766225099.y4m,77,True
41,41,72763497578819914658274267257790687897.y4m,54,True
42,42,28273251877129853798734113748509426129.y4m,1,True
43,43,312379466294792854993506717778777610507.y4m,25,True
44,44,330243685429659789904924039141435617840.y4m,1,True
45,45,49856161668581561765233017122417785783.y4m,50,True
46,46,329357639442062393615932168212647518001.y4m,54,True
47,47,301141931621972643742095367663127565233.y4m,26,True
48,48,182576609951173873291276967015820370223.y4m,73,True
49,49,148780398093569890309185963523923765906.y4m,5,True
50,50,168827236464177048193393535681647049224.y4m,29,True
51,51,274381275758492068211163685618458414579.y4m,72,True
52,52,180258876450600071489037058269732414212.y4m,1,True
53,53,166314572925685549839693551865322005775.y4m,25,True
54,54,37747368638107780560344969287437680584.y4m,1,True
55,55,73597536790541127537096780808876430199.y4m,92,True
56,56,102766090170356144725167020391829597108.y4m,74,True
57,57,247172007874212731710045241128136391856.y4m,64,True
58,58,96412898465411765558531014687350516276.y4m,1,True
59,59,267956806525482940188065099104244041648.y4m,27,True
60,60,184319621099233508945272130926829570888.y4m,40,True
61,61,93328256706542773168291356633340504807.y4m,69,True
62,62,187298059111511550202499426278689534803.y4m,66,True
63,63,225306515036916083436499172046384793485.y4m,52,True
64,64,88380028405330925463203022444274285084.y4m,13,True
65,65,257719836583319954961282471749337237918.y4m,54,True
66,66,34525571221424433563914267200219502136.y4m,52,True
67,67,136992981622422181421132609511619238046.y4m,74,True
68,68,122410070261929394509625114153233392833.y4m,25,True
69,69,288771886382383530352869774987104755294.y4m,33,True
70,70,268063494289450245847191156911322825100.y4m,95,True
71,71,334748175482133469618407515551591356761.y4m,13,True
72,72,311925461922173039190120815526994767085.y4m,89,True
73,73,37374264030380859426384550060248411423.y4m,65,True
74,74,286944206728148461178567290794571858015.y4m,85,True
75,75,264308092138755182072039819998151609791.y4m,91,True
76,76,83277782794535419138388818100543619721.y4m,75,True
77,77,68360330852844458466032385840218779291.y4m,100,True
78,78,145534927248202929853560107448893222087.y4m,25,True
79,79,234097650750808491432721995919661816763.y4m,57,True
80,80,84429919623310113815384542778144500055.y4m,50,True
81,81,177676884190736148190593115449487875396.y4m,72,True
82,82,137216627784701331568611955323066510024.y4m,25,True
83,83,235874669988633133275731896552590774129.y4m,62,True
84,84,65895504775898857410357066353030959010.y4m,71,True
85,85,288438565918500831870849660924693160677.y4m,100,True
86,86,332593043588804616285569038458071798115.y4m,25,True
87,87,104107716277742175767611938605344405170.y4m,71,True
88,88,122258309174620402603193220961292925181.y4m,49,True
89,89,334995483810535216847662955978339735665.y4m,30,True
90,90,125490425725583983348182992488916325638.y4m,26,True
91,91,150659894948931297659024922918339500979.y4m,16,True
92,92,7693994079740634145821728873994765090.y4m,76,True
93,93,267415303902360765580554161422735717450.y4m,70,True
94,94,65653653729269531469407532802087132975.y4m,100,True
95,95,247799275479585618019058483819076443789.y4m,14,True
96,96,193213294464486884687111374640052161991.y4m,1,True
97,97,122929821148975351774037956914120178840.y4m,91,True
98,98,297786564474114883459706089508755735377.y4m,100,True
99,99,58076610052517561630307538981440874601.y4m,81,True
100,100,111404610716173654931954474331540265144.y4m,72,True
101,101,276407339827074707896189415897795030655.y4m,50,True
102,102,65565480736557673436310174972163512325.y4m,31,True
103,103,163510072312799543427463656914320254963.y4m,69,True
104,104,210910047146759413576953554531403056593.y4m,11,True
105,105,286553958836311551609221694283557837761.y4m,64,True
106,106,62930852523704358936656404033657761886.y4m,50,True
107,107,161637059544618047628905344138524073781.y4m,60,True
108,108,182157168317867125189351167444564526797.y4m,26,True
109,109,136035350812115583747755665840353091649.y4m,100,True
110,110,60566402529378514910976425631595438513.y4m,1,True
111,111,41789816500295085945755887374890270606.y4m,71,True
112,112,92284195552565772263340456522515660041.y4m,33,True
113,113,106704756187281552964855025669931641131.y4m,45,True
114,114,226837749413597047420881072959313883501.y4m,59,True
115,115,61552609253819006848619756072877077866.y4m,36,True
116,116,211997388781223734257401675148318211510.y4m,52,True
117,117,316740762095389944678109342512019426954.y4m,15,True
118,118,299608957606498972228503006920324598298.y4m,48,True
119,119,211223654972866454415931415269240676907.y4m,87,True
120,120,312945364894260530501230224730631997884.y4m,87,True
121,121,199264699369526265539743190065057784619.y4m,67,True
122,122,70986140353213563733605911551451443744.y4m,73,True
123,123,131391231083997715827021928687065400756.y4m,73,True
124,124,90939027582151633697168479729462541228.y4m,39,True
