,index,hash_name,score,first_session
0,0,183601522320287053546561588992409606204.y4m,66,True
1,1,138691827497814229814377548512856056934.y4m,50,True
2,2,211600389569040273709811112445749526741.y4m,40,True
3,3,46377042948321384180881294973766225099.y4m,52,True
4,4,136035350812115583747755665840353091649.y4m,87,True
5,5,74383220702311185016850598391928640231.y4m,53,True
6,6,54061739469571495966455607393386097256.y4m,34,True
7,7,92284195552565772263340456522515660041.y4m,23,True
8,8,254602754268123448483349816960643389068.y4m,67,True
9,9,157263565546748932450383911210921739511.y4m,26,True
10,10,64405083707180912825670956760747243419.y4m,28,True
11,11,218390395050703807610449557399700576369.y4m,5,True
12,12,203705833798557677211092233890945342702.y4m,46,True
13,13,211223654972866454415931415269240676907.y4m,46,True
14,14,155407610695959803372557494324200683219.y4m,26,True
15,15,247782123912345390124696275053651320593.y4m,47,True
16,16,307447739125463141898209871065995342557.y4m,40,True
17,17,220550749928157748072722023008525912383.y4m,27,True
18,18,275928337971093463956942244159726419047.y4m,55,True
19,19,21389282487617890959763953365015312314.y4m,54,True
20,20,93328256706542773168291356633340504807.y4m,59,True
21,21,313590970083858616707491093722153201878.y4m,58,True
22,22,87711263632846160488309817835132897308.y4m,51,True
23,23,20224377538311656524364753148444120368.y4m,62,True
24,24,330243685429659789904924039141435617840.y4m,12,True
25,25,280860897073756743985315496535564113653.y4m,36,True
26,26,187298059111511550202499426278689534803.y4m,35,True
27,27,43168649094941460182098410453465772453.y4m,33,True
28,28,36034561471955561276398366404739123810.y4m,31,True
29,29,233694505049409636575615295920132747560.y4m,29,True
30,30,268063494289450245847191156911322825100.y4m,57,True
31,31,7693994079740634145821728873994765090.y4m,56,True
32,32,145506730618490687621242412889311185264.y4m,65,True
33,33,247799275479585618019058483819076443789.y4m,10,True
34,34,33746680407033697278939205569857135216.y4m,16,True
35,35,150659894948931297659024922918339500979.y4m,10,True
36,36,96412898465411765558531014687350516276.y4m,16,True
37,37,131391231083997715827021928687065400756.y4m,69,True
38,38,150975641094223229983175925407667154399.y4m,17,True
39,39,88380028405330925463203022444274285084.y4m,13,True
40,40,288857684598560264085519527860329257950.y4m,18,True
41,41,121649847168503303399072587470894640132.y4m,47,True
42,42,47313942769072554412047524475468174011.y4m,25,True
43,43,264308092138755182072039819998151609791.y4m,43,True
44,44,171337782888492268057044536624888338517.y4m,33,True
45,45,46464838362804489324529191354682074016.y4m,43,True
46,46,281074250574708777933368175675791041620.y4m,1,True
47,47,289138594691579741440143832203652086762.y4m,30,True
48,48,119352662079414833188989206508630620255.y4m,40,True
49,49,328471264072876523216026033918437401787.y4m,12,True
50,50,336875307830761332793195498873571831587.y4m,69,True
51,51,322102479129483757585820767764373249461.y4m,73,True
52,52,311925461922173039190120815526994767085.y4m,34,True
53,53,106704756187281552964855025669931641131.y4m,24,True
54,54,230615781553700114202247999748245097683.y4m,13,True
55,55,2614452269844054199558602051728143855.y4m,11,True
56,56,301141931621972643742095367663127565233.y4m,6,True
57,57,134893010114097202757121043044807475416.y4m,27,True
58,58,140418891307973177988809877275652937509.y4m,30,True
59,59,48028569953737628460524063580673987141.y4m,73,True
60,60,267415303902360765580554161422735717450.y4m,39,True
61,61,45981441565324764851657808922742218952.y4m,75,True
62,62,66259711056203548371532425519432699158.y4m,36,True
63,63,4968677123091714835008116794343536377.y4m,18,True
64,64,234097650750808491432721995919661816763.y4m,37,True
65,65,325273396641050073384448065268679172622.y4m,32,True
66,66,97479053583248573091348721389788156450.y4m,17,True
67,67,199264699369526265539743190065057784619.y4m,12,True
68,68,274381275758492068211163685618458414579.y4m,20,True
69,69,62930852523704358936656404033657761886.y4m,34,True
70,70,327524834091511757649704690884484934405.y4m,5,True
71,71,49499124708754027432685319070855881831.y4m,19,True
72,72,281185080989948148886943419127222396710.y4m,29,True
73,73,88309363507104323586152800886860905139.y4m,29,True
74,74,94642410580876051826243608271461975297.y4m,1,True
75,75,47991026169440524977264633586016271986.y4m,41,True
76,76,225306515036916083436499172046384793485.y4m,14,True
77,77,256224331243095858912592308393374604799.y4m,17,True
78,78,202621991564024156929890580686566821059.y4m,10,True
79,79,138170236657205700260074755694361419287.y4m,31,True
80,80,162863598070787543864311813184619205005.y4m,6,True
81,81,83277782794535419138388818100543619721.y4m,17,True
82,82,337667658880335957916367300810436789849.y4m,19,True
83,83,312945364894260530501230224730631997884.y4m,40,True
84,84,312379466294792854993506717778777610507.y4m,2,True
85,85,220546252143487811100015042744542329515.y4m,13,True
86,86,166314572925685549839693551865322005775.y4m,23,True
87,87,37747368638107780560344969287437680584.y4m,1,True
88,88,34525571221424433563914267200219502136.y4m,29,True
89,89,136992981622422181421132609511619238046.y4m,30,True
90,90,225222042209065316649653912024435216463.y4m,59,True
91,91,24077592465009226304868652412277443232.y4m,35,True
92,92,195913895863575670331331817283558260690.y4m,22,True
93,93,319386791475488267549161217458559166261.y4m,25,True
94,94,126900490453680539735287745510152456018.y4m,28,True
95,95,239617371481414318231513651333777452874.y4m,77,True
96,96,34042991574486238429383175517183477426.y4m,23,True
97,97,276407339827074707896189415897795030655.y4m,18,True
98,98,118020241481527181306766630823000514229.y4m,8,True
99,99,72763497578819914658274267257790687897.y4m,19,True
100,100,104107716277742175767611938605344405170.y4m,46,True
101,101,275753993419725153383838464425506120748.y4m,37,True
102,102,235874669988633133275731896552590774129.y4m,34,True
103,103,137216627784701331568611955323066510024.y4m,22,True
104,104,317402513067647966989306182856900708951.y4m,6,True
105,105,325572937761775283041949225561560650206.y4m,39,True
106,106,189618431223948422201870436657855489365.y4m,36,True
107,107,58076610052517561630307538981440874601.y4m,43,True
108,108,47712961831354663683093288463533217915.y4m,8,True
109,109,97203236897002203246194073187253366504.y4m,29,True
110,110,70986140353213563733605911551451443744.y4m,41,True
111,111,81821650464797119233884171635691454890.y4m,1,True
112,112,125967911904688557255111195249825574353.y4m,10,True
113,113,180258876450600071489037058269732414212.y4m,9,True
114,114,65565480736557673436310174972163512325.y4m,15,True
115,115,215356198985850718945295209453628108056.y4m,18,True
116,116,192218470441192607965650306309013103924.y4m,22,True
117,117,53644371848765098724854261231433522602.y4m,8,True
118,118,145534927248202929853560107448893222087.y4m,9,True
119,119,15324870053611183598914739456546117526.y4m,17,True
120,120,60566402529378514910976425631595438513.y4m,1,True
121,121,134887625249863097170539008388085163730.y4m,21,True
122,122,39759848095392529150455918876585462068.y4m,55,True
123,123,122410070261929394509625114153233392833.y4m,22,True
124,0,20428790591973698562275154384349337870.y4m,28,False
125,1,110633055949691751914426971701317604177.y4m,61,False
126,2,94034036498422274354815851509622382539.y4m,58,False
127,3,212364189504293014885876801026636739813.y4m,78,False
128,4,49856161668581561765233017122417785783.y4m,20,False
129,5,128316308472564432805182547030482099890.y4m,32,False
130,6,218797781427374539278633862426308069907.y4m,32,False
131,7,183818464567138483221404171067239884576.y4m,63,False
132,8,122929821148975351774037956914120178840.y4m,67,False
133,9,172485354443147687495826236125528020826.y4m,39,False
134,10,286944206728148461178567290794571858015.y4m,35,False
135,11,122258309174620402603193220961292925181.y4m,57,False
136,12,211748399537087526910336351022439753539.y4m,37,False
137,13,255282022672005947121716882838712453026.y4m,38,False
138,14,14299588383469745170635568006499641576.y4m,27,False
139,15,105942227825741890827028801182831893632.y4m,61,False
140,16,267956806525482940188065099104244041648.y4m,38,False
141,17,68360330852844458466032385840218779291.y4m,97,False
142,18,61552609253819006848619756072877077866.y4m,20,False
143,19,210910047146759413576953554531403056593.y4m,7,False
144,20,281094568428745226250575904028991070755.y4m,23,False
145,21,184224595208201765892012938725550851615.y4m,60,False
146,22,168827236464177048193393535681647049224.y4m,41,False
147,23,231500214070058543694510048677007043524.y4m,35,False
148,24,226837749413597047420881072959313883501.y4m,69,False
149,25,182157168317867125189351167444564526797.y4m,28,False
150,26,12607237751912985356729210174591902738.y4m,11,False
151,27,286951433403935184802412665827204090506.y4m,19,False
152,28,109127575612627929366188410917693732959.y4m,47,False
153,29,73597536790541127537096780808876430199.y4m,64,False
154,30,329357639442062393615932168212647518001.y4m,31,False
155,31,276505504924506612406633628089036401162.y4m,50,False
156,32,107972489709825899386726519673988859547.y4m,45,False
157,33,41789816500295085945755887374890270606.y4m,52,False
158,34,257719836583319954961282471749337237918.y4m,47,False
159,35,336280816183787488384224108982778628874.y4m,22,False
160,36,116598126089666378079331731067261069417.y4m,31,False
161,37,156904449378279480197565765953117560980.y4m,21,False
162,38,1547940232635734329014889938388036085.y4m,14,False
163,39,283005392929254373615021696232526879145.y4m,15,False
164,40,288771886382383530352869774987104755294.y4m,32,False
165,41,148800394999214671528329371133995160257.y4m,87,False
166,42,209129979875576685315713041037133837753.y4m,39,False
167,43,253844796835041788889216483918193819679.y4m,34,False
168,44,184319621099233508945272130926829570888.y4m,30,False
169,45,124207145255284870457375744892119160398.y4m,29,False
170,46,113322231157512440684639196919729238573.y4m,32,False
171,47,286553958836311551609221694283557837761.y4m,32,False
172,48,89599380031247215274206260379241778189.y4m,36,False
173,49,30590764916250264597129325601611663311.y4m,17,False
174,50,214404244707195030625324902541207085594.y4m,28,False
175,51,161637059544618047628905344138524073781.y4m,38,False
176,52,208852576279080958674547809465491320795.y4m,16,False
177,53,299608957606498972228503006920324598298.y4m,32,False
178,54,98463578067699146494304933440100035453.y4m,74,False
179,55,288438565918500831870849660924693160677.y4m,71,False
180,56,313644340709534594306808168878359142918.y4m,35,False
181,57,184436094980911102725228526334255999469.y4m,53,False
182,58,277364693454829038878994803394851189782.y4m,22,False
183,59,271801356920490594927768501601244811159.y4m,28,False
184,60,255999921452040482592586759899843806667.y4m,31,False
185,61,145474310034659688015345021313606840282.y4m,43,False
186,62,219868172228757137392660119532843249475.y4m,59,False
187,63,332593043588804616285569038458071798115.y4m,17,False
188,64,88315416891098343390034520037631575293.y4m,54,False
189,65,317500158707222497091444425558438586539.y4m,35,False
190,66,297786564474114883459706089508755735377.y4m,58,False
191,67,310001529999443597000915946138816843052.y4m,36,False
192,68,65653653729269531469407532802087132975.y4m,94,False
193,69,87033691991306674757508956115364558571.y4m,71,False
194,70,193213294464486884687111374640052161991.y4m,16,False
195,71,143117248474984157175745521494359596324.y4m,18,False
196,72,163510072312799543427463656914320254963.y4m,28,False
197,73,182576609951173873291276967015820370223.y4m,43,False
198,74,102766090170356144725167020391829597108.y4m,36,False
199,75,244367845322658182868244074376419905577.y4m,40,False
200,76,14355760933860173731675425852640722611.y4m,61,False
201,77,33978979786134600066383782854845113141.y4m,60,False
202,78,220737870032901150484392241841520569932.y4m,25,False
203,79,37374264030380859426384550060248411423.y4m,24,False
204,80,307066867612951233106360876602419712855.y4m,39,False
205,81,84429919623310113815384542778144500055.y4m,44,False
206,82,72164772510459005647647743944967931829.y4m,41,False
207,83,240792041345625778499795216370900368583.y4m,44,False
208,84,254496809071863829104372392711977623503.y4m,61,False
209,85,118350720227216751299228064904613188359.y4m,55,False
210,86,28273251877129853798734113748509426129.y4m,23,False
211,87,301372012356261046652938520365670861051.y4m,22,False
212,88,284550720452949881889455822653316158335.y4m,35,False
213,89,247172007874212731710045241128136391856.y4m,62,False
214,90,21772631763511610515359448641220322053.y4m,28,False
215,91,125490425725583983348182992488916325638.y4m,30,False
216,92,211997388781223734257401675148318211510.y4m,26,False
217,93,56239646028452288913774412932656969839.y4m,75,False
218,94,334748175482133469618407515551591356761.y4m,23,False
219,95,316740762095389944678109342512019426954.y4m,25,False
220,96,79241690749769548974107736132301914565.y4m,26,False
221,97,2216259868503876770420175780430146442.y4m,39,False
222,98,244214116995982826600871960629043916600.y4m,42,False
223,99,90939027582151633697168479729462541228.y4m,37,False
224,100,314445694172655561857797574770537949161.y4m,28,False
225,101,193715919282290054117381361703089484676.y4m,33,False
226,102,334995483810535216847662955978339735665.y4m,20,False
227,103,292338047405413932653900202604621258998.y4m,44,False
228,104,330698912276783590094463162885808080477.y4m,37,False
229,105,114064853416794612890460312490235053215.y4m,37,False
230,106,183980321948346812736284926706715101317.y4m,30,False
231,107,224364196885256868610024501942326796907.y4m,24,False
232,108,337783028205665067917150164848314898074.y4m,47,False
233,109,28651004939841350920796654612633127537.y4m,14,False
234,110,96534691069420340436920574672247852046.y4m,56,False
235,111,28359911429680422888664204136856006243.y4m,29,False
236,112,253525516386645139743975349285036270272.y4m,25,False
237,113,192368723192203004695936935825363039056.y4m,37,False
238,114,24390427576663726418414876929071686171.y4m,30,False
239,115,246320518103021449329396541598379894224.y4m,13,False
240,116,110303702977700373321254986536379043525.y4m,25,False
241,117,106066611185684705843958823534876857129.y4m,38,False
242,118,65895504775898857410357066353030959010.y4m,44,False
243,119,329845217083174815794255607628563435035.y4m,12,False
244,120,111404610716173654931954474331540265144.y4m,39,False
245,121,148780398093569890309185963523923765906.y4m,10,False
246,122,313216493380300455888566308392342173261.y4m,30,False
247,123,151679462551700766803044506051440512365.y4m,36,False
248,124,105657986898668319663333618207597997163.y4m,17,False
