,video,raw_dmos_zscore,raw_mos_zscore
0,TNFNFL_AVC_HFR_720p_2200K_3184.y4m,68.11032510196053,0.7179700136184692
1,Cricket2_HEVC_SFR_288p_300K_120.y4m,59.656672451135144,-0.9701902270317078
2,EPLDay_HEVC_SFR_540p_1100K_48.y4m,59.656672451135144,0.9460997581481934
3,TNFNFL_AVC_SFR_396p_400K_3184.y4m,43.3996481226248,-1.0158162117004395
4,EPLDay_AVC_HFR_396p_900K_48.y4m,38.84768131064191,-0.5139307379722595
5,USOpen_HEVC_HFR_540p_1100K_12.y4m,46.00077201518646,0.03358070179820061
6,USOpen_AVC_SFR_540p_1200K_176.y4m,60.306953424275555,1.0373516082763672
7,USOpen_AVC_SFR_540p_1800K_12.y4m,66.15948218253928,1.4479851722717285
8,Cricket2_HEVC_SFR_540p_1100K_120.y4m,67.46004412882012,-0.4226788282394409
9,USOpen_AVC_HFR_396p_900K_12.y4m,63.55835828997763,1.2654814720153809
10,EPLNight_AVC_SFR_540p_1200K_20.y4m,47.301333961467286,1.0829776525497437
11,TNFF_AVC_SFR_396p_800K_304.y4m,29.743747686676112,-1.0158162117004395
12,EPLDay_AVC_SFR_720p_2000K_48.y4m,32.99515255237818,-0.9245643019676208
13,Cricket2_AVC_SFR_288p_200K_120.y4m,59.006391477994725,-1.0158162117004395
14,EPLDay_HEVC_SFR_720p_2200K_48.y4m,65.50920120939887,1.3567333221435547
15,EPLNight_AVC_SFR_396p_400K_20.y4m,19.339252116429492,-0.8789383172988892
16,TNFNFL_HEVC_HFR_288p_300K_3184.y4m,44.049929095765215,-0.9701902270317078
17,USOpen_AVC_SFR_396p_400K_12.y4m,62.2577963436968,1.1742295026779175
18,EPLNight_AVC_HFR_720p_2200K_20.y4m,54.45442466601184,1.5848630666732788
19,Cricket2_AVC_HFR_288p_300K_120.y4m,59.006391477994725,-1.0158162117004395
20,TNFF_HEVC_HFR_540p_1100K_304.y4m,42.749367149484385,-0.1032971516251564
21,TNFF_AVC_HFR_396p_600K_32.y4m,23.891218928412385,-0.8333123922348022
22,EPLDay_AVC_SFR_288p_200K_20.y4m,31.694590606097353,-0.9701902270317078
23,EPLDay_HEVC_HFR_396p_900K_48.y4m,37.54711936436107,-0.6051826477050781
24,USOpen_AVC_HFR_540p_1900K_176.y4m,52.50358174659059,0.48984023928642273
25,EPLDay_HEVC_HFR_288p_300K_48.y4m,33.64543352551859,-0.8789383172988892
26,Cricket1_AVC_HFR_720p_2200K_198.y4m,84.36734943047088,-0.0576712004840374
27,EPLNight_HEVC_SFR_720p_2200K_20.y4m,51.20301980030977,1.3567333221435547
28,EPLDay_HEVC_HFR_396p_600K_20.y4m,32.99515255237818,-0.8789383172988892
29,EPLNight_HEVC_SFR_396p_600K_20.y4m,19.339252116429492,-0.8789383172988892
30,TNFF_AVC_HFR_540p_1300K_304.y4m,44.700210068905626,0.03358070179820061
31,Cricket1_HEVC_SFR_720p_2200K_198.y4m,77.86453969906673,-0.5139307379722595
32,EPLDay_AVC_SFR_720p_2000K_20.y4m,45.35049104204604,-0.012045248411595821
33,TNFF_HEVC_HFR_540p_1100K_32.y4m,46.00077201518646,0.7179700136184692
34,EPLDay_HEVC_SFR_396p_600K_48.y4m,38.19740033750149,-0.5595566630363464
35,EPLNight_AVC_SFR_720p_2000K_20.y4m,52.50358174659059,1.4479851722717285
36,EPLDay_AVC_SFR_396p_800K_48.y4m,31.694590606097353,-1.0158162117004395
37,Cricket1_AVC_HFR_540p_1900K_198.y4m,78.51482067220714,-0.4683047831058502
38,Cricket2_AVC_SFR_396p_400K_120.y4m,59.656672451135144,-0.9701902270317078
39,Cricket1_HEVC_HFR_540p_1900K_198.y4m,77.21425872592631,-0.5595566630363464
40,TNFF_AVC_SFR_540p_1800K_304.y4m,50.55273882716935,0.4442142844200134
41,Cricket1_AVC_HFR_288p_300K_198.y4m,72.66229191394342,-0.8789383172988892
42,USOpen_HEVC_SFR_288p_300K_12.y4m,42.749367149484385,-0.1945490539073944
43,Cricket1_AVC_SFR_288p_200K_198.y4m,71.36172996766258,-0.9701902270317078
44,Cricket1_HEVC_SFR_288p_300K_198.y4m,78.51482067220714,-0.4683047831058502
45,EPLNight_HEVC_HFR_720p_2200K_20.y4m,32.34487157923777,0.03358070179820061
46,Cricket1_HEVC_HFR_720p_2200K_198.y4m,92.17072110815583,0.48984023928642273
47,EPLDay_AVC_HFR_540p_1300K_20.y4m,38.19740033750149,-0.5139307379722595
48,EPLNight_HEVC_SFR_288p_300K_20.y4m,17.38840919700825,-1.0158162117004395
49,TNFNFL_HEVC_HFR_540p_1100K_3184.y4m,44.700210068905626,-0.9245643019676208
50,TNFF_AVC_SFR_396p_400K_32.y4m,22.59065698213156,-0.9245643019676208
51,EPLDay_AVC_SFR_540p_1800K_48.y4m,40.798524230063144,-0.3770528733730316
52,EPLNight_AVC_HFR_540p_1300K_20.y4m,27.79290476725487,-0.285800963640213
53,TNFF_HEVC_SFR_540p_1900K_32.y4m,65.50920120939887,2.0867486000061035
54,Cricket1_AVC_HFR_396p_600K_198.y4m,73.31257288708383,-0.8333123922348022
55,TNFF_HEVC_HFR_288p_300K_304.y4m,29.743747686676112,-1.0158162117004395
56,USOpen_AVC_HFR_396p_600K_12.y4m,58.35611050485432,0.9004737734794617
57,EPLDay_HEVC_HFR_540p_1900K_48.y4m,62.2577963436968,1.1286035776138306
58,Cricket2_AVC_SFR_396p_800K_120.y4m,62.908077316837215,-0.7420604825019836
59,EPLDay_HEVC_HFR_396p_600K_48.y4m,34.94599547179943,-0.7876864075660706
60,EPLNight_AVC_HFR_540p_1900K_20.y4m,25.19178087469321,-0.4683047831058502
61,TNFF_HEVC_HFR_288p_300K_32.y4m,22.59065698213156,-0.9245643019676208
62,USOpen_HEVC_SFR_396p_900K_12.y4m,47.301333961467286,0.12483260780572891
63,Cricket2_AVC_HFR_720p_2200K_120.y4m,73.31257288708383,-0.012045248411595821
64,TNFNFL_HEVC_SFR_540p_1900K_3184.y4m,47.301333961467286,-0.7420604825019836
65,Cricket2_HEVC_HFR_720p_2200K_120.y4m,61.60751537055639,-0.8333123922348022
66,Cricket1_AVC_SFR_396p_400K_198.y4m,71.36172996766258,-0.9701902270317078
67,TNFF_AVC_SFR_540p_1800K_32.y4m,54.45442466601184,1.3111073970794678
68,EPLDay_AVC_SFR_396p_800K_20.y4m,31.694590606097353,-0.9701902270317078
69,EPLNight_HEVC_HFR_396p_900K_20.y4m,26.492342820974045,-0.3770528733730316
70,Cricket1_AVC_HFR_396p_900K_198.y4m,72.66229191394342,-0.8789383172988892
71,TNFF_HEVC_SFR_540p_1900K_304.y4m,51.20301980030977,0.48984023928642273
