,Unnamed: 0,hash_name,score,first_session,video,raw_mos_zscore
0,0,118020241481527181306766630823000514229.y4m,1,True,TNFNFL_AVC_SFR_396p_400K_0.y4m,33.90468160311381
1,1,131391231083997715827021928687065400756.y4m,72,True,USOpen_AVC_SFR_720p_2000K_166.y4m,79.3466846148173
2,2,214404244707195030625324902541207085594.y4m,13,True,TNFF_HEVC_HFR_396p_600K_16.y4m,41.585020224253334
3,3,312379466294792854993506717778777610507.y4m,1,True,EPLNight_AVC_SFR_396p_400K_0.y4m,33.90468160311381
4,4,98463578067699146494304933440100035453.y4m,66,True,TNFF_AVC_HFR_720p_2200K_16.y4m,75.50651629765828
5,5,20224377538311656524364753148444120368.y4m,74,True,USOpen_HEVC_SFR_540p_1900K_166.y4m,80.62674204508464
6,6,24077592465009226304868652412277443232.y4m,1,True,TNFF_HEVC_HFR_396p_600K_144.y4m,33.90468160311381
7,7,41789816500295085945755887374890270606.y4m,52,True,Cricket2_HEVC_SFR_720p_2200K_90.y4m,66.54612223307292
8,8,325572937761775283041949225561560650206.y4m,24,True,TNFF_AVC_SFR_540p_1200K_16.y4m,48.62533124784628
9,9,292338047405413932653900202604621258998.y4m,63,True,USOpen_AVC_SFR_540p_1200K_0.y4m,73.58643213907878
10,10,138170236657205700260074755694361419287.y4m,79,True,USOpen_AVC_SFR_540p_1800K_166.y4m,83.82688363393147
11,11,255282022672005947121716882838712453026.y4m,75,True,EPLNight_HEVC_SFR_540p_1900K_0.y4m,81.26677076021831
12,12,28359911429680422888664204136856006243.y4m,21,True,Cricket2_HEVC_SFR_396p_600K_90.y4m,46.70524646838506
13,13,58076610052517561630307538981440874601.y4m,73,True,USOpen_AVC_HFR_720p_2200K_166.y4m,79.98671332995097
14,14,299608957606498972228503006920324598298.y4m,24,True,USOpen_HEVC_HFR_396p_600K_0.y4m,48.62533124784628
15,15,276407339827074707896189415897795030655.y4m,13,True,EPLDay_AVC_SFR_540p_1200K_8.y4m,41.585020224253334
16,16,105942227825741890827028801182831893632.y4m,13,True,USOpen_HEVC_HFR_540p_1100K_166.y4m,41.585020224253334
17,17,254496809071863829104372392711977623503.y4m,59,True,TNFF_SRC_SRC_SRC_SRC_144.y4m,71.02631727854411
18,18,109127575612627929366188410917693732959.y4m,1,True,USOpen_AVC_HFR_540p_1300K_166.y4m,33.90468160311381
19,19,226837749413597047420881072959313883501.y4m,62,True,EPLDay_HEVC_HFR_720p_2200K_8.y4m,72.94640342394511
20,20,94642410580876051826243608271461975297.y4m,1,True,TNFNFL_AVC_SFR_288p_200K_0.y4m,33.90468160311381
21,21,235874669988633133275731896552590774129.y4m,27,True,Cricket1_AVC_HFR_540p_1300K_86.y4m,50.545415903131165
22,22,148800394999214671528329371133995160257.y4m,89,True,TNFF_SRC_SRC_SRC_SRC_16.y4m,90.22716681162517
23,23,317402513067647966989306182856900708951.y4m,1,True,USOpen_HEVC_HFR_288p_300K_166.y4m,33.90468160311381
24,24,240792041345625778499795216370900368583.y4m,65,True,USOpen_HEVC_SFR_540p_1100K_0.y4m,74.86648758252461
25,25,122258309174620402603193220961292925181.y4m,32,True,TNFF_AVC_HFR_540p_1900K_16.y4m,53.74555711944898
26,26,171337782888492268057044536624888338517.y4m,8,True,EPLDay_HEVC_SFR_396p_900K_0.y4m,38.38487962881724
27,27,312945364894260530501230224730631997884.y4m,25,True,Cricket2_HEVC_HFR_720p_2200K_90.y4m,49.26535946627458
28,28,140418891307973177988809877275652937509.y4m,50,True,EPLNight_AVC_HFR_540p_1300K_0.y4m,65.26606579621632
29,29,65895504775898857410357066353030959010.y4m,20,True,TNFF_AVC_SFR_720p_2000K_16.y4m,46.065218249956764
31,31,334995483810535216847662955978339735665.y4m,1,True,EPLNight_AVC_SFR_288p_200K_0.y4m,47.345274686813354
32,32,66259711056203548371532425519432699158.y4m,30,True,Cricket1_AVC_HFR_720p_2200K_86.y4m,33.90468160311381
33,33,4968677123091714835008116794343536377.y4m,22,True,USOpen_AVC_SFR_396p_400K_0.y4m,52.46550068259239
34,34,230615781553700114202247999748245097683.y4m,21,True,Cricket1_HEVC_SFR_396p_600K_86.y4m,47.345274686813354
35,35,87711263632846160488309817835132897308.y4m,39,True,EPLDay_AVC_SFR_540p_1800K_0.y4m,46.70524646838506
36,36,271801356920490594927768501601244811159.y4m,5,True,EPLNight_AVC_HFR_396p_600K_0.y4m,58.22575489679972
37,37,49499124708754027432685319070855881831.y4m,50,True,USOpen_HEVC_SFR_540p_1900K_0.y4m,36.46479447682699
38,38,275753993419725153383838464425506120748.y4m,23,True,TNFF_HEVC_SFR_396p_900K_16.y4m,65.26606579621632
39,39,247172007874212731710045241128136391856.y4m,46,True,USOpen_HEVC_HFR_540p_1900K_166.y4m,47.985302905241646
40,40,225222042209065316649653912024435216463.y4m,26,True,TNFF_HEVC_SFR_540p_1900K_16.y4m,62.70595192909241
41,41,325273396641050073384448065268679172622.y4m,1,True,EPLNight_AVC_SFR_396p_800K_0.y4m,49.90538766918083
43,43,121649847168503303399072587470894640132.y4m,9,True,TNFNFL_AVC_SFR_540p_1200K_0.y4m,33.90468160311381
44,44,314445694172655561857797574770537949161.y4m,11,True,EPLNight_HEVC_SFR_396p_600K_0.y4m,33.90468160311381
45,45,24390427576663726418414876929071686171.y4m,3,True,Cricket1_AVC_SFR_396p_400K_86.y4m,39.02490735054016
46,46,193715919282290054117381361703089484676.y4m,60,True,EPLDay_HEVC_SFR_540p_1900K_0.y4m,40.30496378739675
47,47,307066867612951233106360876602419712855.y4m,64,True,Cricket2_AVC_HFR_720p_2200K_90.y4m,35.1847380399704
48,48,253525516386645139743975349285036270272.y4m,24,True,Cricket1_AVC_SFR_396p_800K_86.y4m,71.66634599367778
49,49,183980321948346812736284926706715101317.y4m,1,True,Cricket2_HEVC_HFR_396p_600K_90.y4m,74.22645886739095
50,50,137216627784701331568611955323066510024.y4m,1,True,TNFNFL_HEVC_HFR_540p_1100K_0.y4m,48.62533124784628
51,51,317500158707222497091444425558438586539.y4m,11,True,Cricket1_AVC_HFR_396p_900K_86.y4m,33.90468160311381
52,52,107972489709825899386726519673988859547.y4m,37,True,TNFNFL_HEVC_SFR_720p_2200K_0.y4m,33.90468160311381
54,54,183818464567138483221404171067239884576.y4m,74,True,EPLNight_AVC_HFR_720p_2200K_0.y4m,40.30496378739675
55,55,145534927248202929853560107448893222087.y4m,4,True,USOpen_AVC_SFR_396p_400K_166.y4m,56.94569845994314
56,56,119352662079414833188989206508630620255.y4m,45,True,EPLNight_HEVC_HFR_540p_1100K_0.y4m,33.90468160311381
57,57,183601522320287053546561588992409606204.y4m,35,True,USOpen_AVC_HFR_540p_1900K_0.y4m,80.62674204508464
58,58,163510072312799543427463656914320254963.y4m,29,True,Cricket2_AVC_HFR_540p_1300K_90.y4m,35.824766755104065
59,59,104107716277742175767611938605344405170.y4m,27,True,TNFF_HEVC_HFR_720p_2200K_144.y4m,62.065924207369484
60,60,161637059544618047628905344138524073781.y4m,48,True,EPLNight_AVC_HFR_540p_1900K_0.y4m,55.66564202308655
61,61,102766090170356144725167020391829597108.y4m,27,True,Cricket2_AVC_SFR_540p_1200K_90.y4m,51.825472339987755
62,62,234097650750808491432721995919661816763.y4m,1,True,Cricket1_HEVC_HFR_396p_600K_86.y4m,50.545415903131165
63,63,84429919623310113815384542778144500055.y4m,15,True,USOpen_HEVC_SFR_396p_600K_0.y4m,63.986008365949
64,64,195913895863575670331331817283558260690.y4m,1,True,TNFF_HEVC_SFR_288p_300K_16.y4m,50.545415903131165
66,66,53644371848765098724854261231433522602.y4m,1,True,TNFNFL_HEVC_SFR_288p_300K_0.y4m,33.90468160311381
67,67,72763497578819914658274267257790687897.y4m,21,True,EPLDay_AVC_HFR_540p_1300K_8.y4m,42.8650771578153
68,68,211748399537087526910336351022439753539.y4m,20,True,USOpen_HEVC_SFR_396p_600K_166.y4m,33.90468160311381
69,69,110633055949691751914426971701317604177.y4m,80,True,Cricket2_SRC_SRC_SRC_SRC_90.y4m,33.90468160311381
70,70,138691827497814229814377548512856056934.y4m,51,True,TNFNFL_AVC_SFR_540p_1800K_0.y4m,33.90468160311381
71,71,215356198985850718945295209453628108056.y4m,1,True,Cricket2_AVC_HFR_396p_600K_90.y4m,46.70524646838506
72,72,210910047146759413576953554531403056593.y4m,1,True,TNFF_AVC_HFR_288p_300K_144.y4m,46.065218249956764
73,73,87033691991306674757508956115364558571.y4m,8,True,USOpen_HEVC_SFR_540p_1100K_166.y4m,84.46691036224365
74,74,43168649094941460182098410453465772453.y4m,1,True,TNFF_HEVC_HFR_540p_1100K_16.y4m,65.90609351793925
75,75,313590970083858616707491093722153201878.y4m,43,True,USOpen_AVC_HFR_540p_1900K_166.y4m,33.90468160311381
76,76,184436094980911102725228526334255999469.y4m,66,True,USOpen_AVC_SFR_720p_2000K_0.y4m,33.90468160311381
77,77,113322231157512440684639196919729238573.y4m,28,True,EPLDay_AVC_HFR_540p_1300K_0.y4m,38.38487962881724
79,79,48028569953737628460524063580673987141.y4m,75,True,USOpen_HEVC_HFR_720p_2200K_166.y4m,33.90468160311381
80,80,21772631763511610515359448641220322053.y4m,16,True,TNFNFL_AVC_HFR_540p_1300K_0.y4m,60.7858677705129
81,81,166314572925685549839693551865322005775.y4m,1,True,TNFF_HEVC_HFR_396p_900K_16.y4m,75.50651629765828
83,83,65653653729269531469407532802087132975.y4m,97,True,EPLDay_SRC_SRC_SRC_SRC_8.y4m,51.18544412155946
84,84,336280816183787488384224108982778628874.y4m,1,True,Cricket2_HEVC_HFR_288p_300K_90.y4m,33.90468160311381
