,Unnamed: 0,hash_name,score,first_session,video,raw_mos_zscore
0,0,203066308701770318154697169053971349006.y4m,77,True,TNFF_HEVC_SFR_720p_2200K_32.y4m,93.07974
1,1,235191081874314538514517825585821101529.y4m,74,True,EPLDay_SRC_SRC_SRC_SRC_48.y4m,89.55094
2,2,60289308586512004076565930912461786775.y4m,11,True,TNFF_AVC_SFR_288p_200K_32.y4m,15.445865
3,3,165527834069344217767252760979563843901.y4m,18,True,Cricket2_HEVC_HFR_288p_300K_120.y4m,23.679764
4,4,283393341324654574138358164788476382601.y4m,49,True,USOpen_AVC_HFR_396p_900K_12.y4m,60.14416
5,5,303862408844720408554515193409841557692.y4m,25,True,EPLDay_HEVC_SFR_396p_900K_20.y4m,31.913658
6,6,317680665261509239083312009899052343986.y4m,49,True,USOpen_HEVC_HFR_396p_900K_12.y4m,60.14416
7,7,170023101825535844010609458864568352637.y4m,39,True,Cricket2_HEVC_SFR_720p_2200K_120.y4m,48.38145
8,8,275296156261318800693681291462845020168.y4m,37,True,TNFF_HEVC_SFR_396p_600K_32.y4m,46.02891
9,9,272238514940912384142109132873105736596.y4m,32,True,EPLDay_AVC_HFR_396p_600K_48.y4m,40.147556
10,10,123941600250322845102683402335579800933.y4m,33,True,EPLDay_AVC_HFR_720p_2200K_20.y4m,41.323826
11,11,194735912003782974717992598010423340143.y4m,40,True,USOpen_AVC_SFR_540p_1200K_12.y4m,49.557724
12,12,261083580145235603787610340180568283621.y4m,36,True,TNFF_AVC_SFR_396p_800K_304.y4m,44.852642
13,13,63628500908607951574634535420152304225.y4m,43,True,USOpen_HEVC_SFR_396p_600K_12.y4m,53.086536
14,14,28736172559315015355750718825998194526.y4m,52,True,USOpen_HEVC_HFR_540p_1900K_176.y4m,63.672974
15,15,169497983069054757540231138117798448622.y4m,38,True,TNFF_AVC_HFR_540p_1300K_304.y4m,47.20518
16,16,108170187877879222893123254009594309480.y4m,37,True,USOpen_AVC_SFR_720p_2000K_12.y4m,46.02891
17,17,9019353361790677302903937332986999079.y4m,42,True,USOpen_AVC_SFR_720p_2000K_176.y4m,51.910263
