,Unnamed: 0,hash_name,score,first_session,video,raw_mos_zscore
0,0,326800244460615648150063527367007190681.y4m,20,True,TNFNFL_HEVC_HFR_396p_600K_3184.y4m,32.875618
1,1,326822782165378259600998739469423003465.y4m,81,True,TNFF_AVC_HFR_720p_2200K_32.y4m,73.60345
2,2,266929683030206246512916786243776019661.y4m,61,True,TNFNFL_HEVC_HFR_720p_2200K_3184.y4m,60.25006
3,3,108170187877879222893123254009594309480.y4m,90,True,USOpen_AVC_SFR_720p_2000K_12.y4m,79.612465
4,4,74591859767133558672150486303106546388.y4m,37,True,TNFNFL_HEVC_SFR_396p_900K_3184.y4m,44.225994
5,5,27853102044289506601198900179845794718.y4m,57,True,EPLDay_HEVC_HFR_720p_2200K_20.y4m,57.57938
6,6,309282245523915747677199455730137348730.y4m,49,True,TNFF_HEVC_HFR_396p_900K_32.y4m,52.238026
7,7,159854258954277750747843720971738004902.y4m,41,True,EPLDay_AVC_HFR_540p_1900K_20.y4m,46.89667
8,8,208298232351072860463657126616977734007.y4m,6,True,TNFNFL_AVC_HFR_396p_600K_3184.y4m,23.528246
9,9,12908461547700371100708737235462268102.y4m,29,True,EPLDay_HEVC_HFR_396p_600K_20.y4m,38.88464
10,10,29196221807298093796131309331971632436.y4m,44,True,TNFF_AVC_SFR_540p_1200K_32.y4m,48.899685
11,11,161310947733441481592565995592703840008.y4m,52,True,EPLDay_AVC_SFR_540p_1200K_20.y4m,54.24104
12,12,226205218456556939102851269268880970698.y4m,46,True,TNFNFL_AVC_SFR_540p_1800K_3184.y4m,50.23502
13,13,59417347579616083958870438285593619489.y4m,1,True,Cricket1_AVC_SFR_288p_200K_198.y4m,20.1899
14,14,299662475271944158281984285568655708467.y4m,50,True,TNFF_HEVC_HFR_396p_600K_32.y4m,52.9057
15,15,31527954446657710796974439455278905040.y4m,48,True,TNFNFL_HEVC_HFR_540p_1900K_3184.y4m,51.57036
16,16,63628500908607951574634535420152304225.y4m,62,True,USOpen_HEVC_SFR_396p_600K_12.y4m,60.91773
17,17,265427779286173782819754639876802519101.y4m,56,True,Cricket1_HEVC_HFR_720p_2200K_198.y4m,56.911713
18,18,25260707989082124299598423660454776457.y4m,73,True,EPLDay_HEVC_HFR_540p_1900K_20.y4m,68.26209
19,19,39017978020608228637870993150143449856.y4m,9,True,Cricket1_AVC_HFR_288p_300K_198.y4m,25.531256
20,20,10882718144881516404176338686083748806.y4m,64,True,TNFNFL_AVC_SFR_720p_2000K_3184.y4m,62.25307
21,21,8356206559968305031763179302639131092.y4m,48,True,Cricket1_SRC_SRC_SRC_SRC_198.y4m,51.57036
22,22,130800416120709522964526686206701814339.y4m,87,True,USOpen_AVC_HFR_720p_2200K_12.y4m,77.60946
23,23,172359166573154116825621262564687450970.y4m,42,True,TNFNFL_HEVC_SFR_540p_1100K_3184.y4m,47.564342
24,24,317680665261509239083312009899052343986.y4m,43,True,USOpen_HEVC_HFR_396p_900K_12.y4m,48.23201
25,25,202695625112709065810289439815236570628.y4m,1,True,TNFNFL_HEVC_SFR_288p_300K_3184.y4m,20.1899
26,26,329845916420285742641012096296583286187.y4m,95,True,USOpen_HEVC_HFR_540p_1900K_12.y4m,82.95081
27,27,225951196189916445491416389567959652807.y4m,1,True,TNFNFL_AVC_HFR_288p_300K_3184.y4m,20.1899
28,28,283369622124431245869121408293022316482.y4m,29,True,Cricket1_AVC_SFR_540p_1200K_198.y4m,38.88464
29,29,192011648290187543789338698554234596588.y4m,36,True,TNFNFL_AVC_SFR_396p_800K_3184.y4m,43.55833
30,30,181697726342853092821256074451355146014.y4m,46,True,EPLDay_HEVC_SFR_540p_1100K_20.y4m,50.23502
31,31,316421848538543551244401217423502782549.y4m,21,True,TNFNFL_AVC_SFR_396p_400K_3184.y4m,33.543285
32,32,172955932547895536507307323045012967547.y4m,100,True,EPLDay_SRC_SRC_SRC_SRC_20.y4m,86.28916
33,33,221180310861568673052523280753342106579.y4m,61,True,Cricket1_HEVC_SFR_720p_2200K_198.y4m,60.25006
34,34,308746183377883616034568609520839149329.y4m,73,True,EPLDay_AVC_SFR_540p_1800K_20.y4m,68.26209
35,35,249438694953055087244425357472283988902.y4m,1,True,TNFNFL_AVC_SFR_288p_200K_3184.y4m,20.1899
36,36,275296156261318800693681291462845020168.y4m,48,True,TNFF_HEVC_SFR_396p_600K_32.y4m,51.57036
37,37,184819034898039371510406158920851381542.y4m,51,True,Cricket1_HEVC_SFR_540p_1100K_198.y4m,53.573364
