,video,mos,mos_ci95,dmos
0,USOpen_AVC_HFR_720p_2200K_648,71.55120655143647,4.342789587686511,-1.2476379218754374
1,TNFF_HEVC_SFR_540p_1100K_336,61.92009748830269,4.4865460304137565,-17.45041132151475
2,USOpen_HEVC_HFR_540p_1900K_148,66.00130950607628,4.926743142290064,-5.5279444945614244
3,EPLDay_HEVC_HFR_540p_1900K_74,60.34266682886165,4.423199661903896,-24.81479710658779
4,USOpen_HEVC_SFR_396p_900K_148,52.25715444858752,4.926743142290064,-19.272099552050186
5,TNFF_HEVC_SFR_720p_2200K_336,73.35486663365073,4.4865460304137565,-6.015642176166708
6,USOpen_AVC_HFR_288p_300K_648,25.48483391994504,4.342789587686511,-47.31401055336686
7,USOpen_HEVC_HFR_720p_2200K_148,62.18129879333198,4.926743142290064,-9.347955207305723
8,USOpen_HEVC_SFR_540p_1100K_648,55.30797064993656,4.342789587686511,-17.490873823375345
9,EPLDay_AVC_SFR_720p_2000K_74,57.98481133920148,4.423199661903896,-27.172652596247964
10,USOpen_HEVC_SFR_540p_1900K_648,54.729005674844984,4.342789587686511,-18.069838798466918
11,TNFF_AVC_SFR_540p_1200K_336,55.56754707872395,4.4865460304137565,-23.80296173109349
12,USOpen_SRC_SRC_SRC_SRC_648,72.7988444733119,4.342789587686511,0.0
13,TNFF_AVC_HFR_540p_1300K_336,53.85084580118572,4.4865460304137565,-25.519663008631717
14,USOpen_AVC_HFR_396p_600K_648,41.33323551136161,4.342789587686511,-31.465608961950295
15,TNFF_AVC_SFR_288p_200K_114,7.338334856776555,4.752549409292721,-72.36619226707047
16,TNFF_AVC_HFR_288p_300K_336,18.17697568644044,4.4865460304137565,-61.193533123376994
17,USOpen_HEVC_HFR_396p_600K_148,41.70503910717747,4.926743142290064,-29.824214893460237
18,USOpen_AVC_HFR_540p_1900K_648,62.658180639184756,4.342789587686511,-10.140663834127146
19,USOpen_AVC_SFR_720p_2000K_148,69.20427537455232,4.926743142290064,-2.3249786260853824
20,TNFF_HEVC_HFR_540p_1900K_336,65.54537328428418,4.4865460304137565,-13.825135525533256
21,TNFF_AVC_SFR_396p_800K_114,35.833886839449335,4.752549409292721,-43.870640284397695
22,EPLDay_AVC_HFR_720p_2200K_74,58.83122293243349,4.423199661903896,-26.32624100301595
23,TNFF_HEVC_HFR_540p_1100K_336,55.06963142007972,4.4865460304137565,-24.300877389737714
24,EPLDay_HEVC_SFR_396p_600K_74,34.59594030017545,4.423199661903896,-50.56152363527399
25,USOpen_AVC_HFR_720p_2200K_148,64.26721468138237,4.926743142290064,-7.2620393192553365
26,EPLDay_HEVC_SFR_396p_900K_74,44.96416845082017,4.423199661903896,-40.193295484629274
27,TNFF_AVC_SFR_396p_400K_336,24.67631840632071,4.4865460304137565,-54.69419040349673
28,EPLDay_HEVC_HFR_396p_600K_74,34.607192550387204,4.423199661903896,-50.55027138506224
29,USOpen_HEVC_SFR_288p_300K_148,37.2578968494475,4.926743142290064,-34.27135715119021
30,EPLDay_AVC_HFR_288p_300K_74,15.229364182789531,4.423199661903896,-69.9280997526599
31,USOpen_AVC_HFR_540p_1300K_148,55.5197184878464,4.926743142290064,-16.00953551279131
32,EPLDay_HEVC_SFR_288p_300K_74,23.475923139896224,4.423199661903896,-61.68154079555322
33,USOpen_HEVC_SFR_540p_1900K_148,61.94207381763005,4.926743142290064,-9.587180183007654
34,USOpen_HEVC_HFR_396p_600K_648,43.40709502108681,4.342789587686511,-29.391749452225092
35,TNFF_AVC_SFR_720p_2000K_336,60.29327804283255,4.4865460304137565,-19.07723076698489
36,USOpen_AVC_SFR_396p_400K_648,39.68087451060646,4.342789587686511,-33.117969962705445
37,TNFF_HEVC_SFR_288p_300K_114,17.727778182357564,4.752549409292721,-61.97674894148946
38,USOpen_AVC_SFR_720p_2000K_648,65.69822982376128,4.342789587686511,-7.1006146495506215
39,TNFF_HEVC_HFR_288p_300K_114,13.418794844679768,4.752549409292721,-66.28573227916726
