,0,1
0,upscaled_1080p_cbr6Mbps_UrbanLandmark.mp4,78
0,4k_cbr15Mbps_Bravia3.mp4,95
0,reference_Blanc3.mp4,88
0,upscaled_704x396_600kbps_Skyscraper.mp4,45
0,upscaled_1080p_1Mbps_Light3.mp4,50
0,4k_cbr3Mbps_football7.mp4,65
0,upscaled_704x396_600kbps_Bravia2.mp4,57
0,upscaled_1080p_1Mbps_Chasing3.mp4,45
0,4k_cbr3Mbps_football5.mp4,72
0,upscaled_1080p_1Mbps_golf2.mp4,29
0,4k_cbr15Mbps_Fizzle1.mp4,88
0,upscaled_1080p_1Mbps_football4.mp4,40
0,4k_cbr15Mbps_football7.mp4,76
0,upscaled_704x396_600kbps_Porsche.mp4,64
0,upscaled_720p_2600kbps_football8.mp4,36
0,reference_OfficeBuilding.mp4,74
0,upscaled_720p_2600kbps_football5.mp4,44
0,4k_cbr3Mbps_football6.mp4,81
0,reference_Light3.mp4,75
0,reference_football5.mp4,79
0,upscaled_1080p_1Mbps_OfficeBuilding.mp4,44
0,4k_cbr15Mbps_Skyscraper.mp4,76
0,4k_cbr15Mbps_Chasing3.mp4,56
0,reference_football8.mp4,84
0,upscaled_1080p_1Mbps_Blanc3.mp4,79
0,upscaled_1080p_cbr6Mbps_Bravia3.mp4,84
0,upscaled_704x396_600kbps_UrbanLandmark.mp4,44
0,4k_cbr3Mbps_Blanc3.mp4,92
0,reference_Bravia3.mp4,96
0,upscaled_1080p_cbr6Mbps_Chasing3.mp4,79
0,upscaled_704x396_600kbps_football6.mp4,30
0,4k_cbr3Mbps_golf2.mp4,40
0,upscaled_704x396_600kbps_Bravia3.mp4,62
0,upscaled_720p_2600kbps_Light3.mp4,43
0,upscaled_720p_2600kbps_football6.mp4,20
0,upscaled_720p_2600kbps_Skyscraper.mp4,16
0,upscaled_1080p_1Mbps_Blanc2.mp4,26
0,upscaled_704x396_600kbps_golf2.mp4,12
0,4k_cbr15Mbps_Fizzle2.mp4,94
0,upscaled_704x396_600kbps_OfficeBuilding.mp4,31
0,4k_cbr3Mbps_Light3.mp4,64
0,upscaled_1080p_1Mbps_Fizzle1.mp4,36
0,upscaled_1080p_cbr6Mbps_CenterPanorama.mp4,57
0,4k_cbr15Mbps_Light3.mp4,66
0,upscaled_1080p_1Mbps_football6.mp4,39
0,4k_cbr3Mbps_Light2.mp4,56
0,4k_cbr15Mbps_Blanc2.mp4,79
0,4k_cbr3Mbps_Porsche.mp4,87
0,4k_cbr15Mbps_Light2.mp4,70
0,upscaled_720p_2600kbps_Chasing3.mp4,39
0,4k_cbr3Mbps_Bravia3.mp4,88
