,0,1
0,4k_cbr15Mbps_Blanc3.mp4,86
0,upscaled_1080p_cbr6Mbps_Chasing4.mp4,85
0,upscaled_720p_2600kbps_football4.mp4,60
0,reference_golf1.mp4,94
0,upscaled_1080p_1Mbps_CenterPanorama.mp4,47
0,upscaled_1080p_cbr6Mbps_Light4.mp4,74
0,upscaled_1080p_1Mbps_football3.mp4,28
0,upscaled_1080p_1Mbps_football4.mp4,31
0,upscaled_1080p_1Mbps_Blanc3.mp4,40
0,upscaled_704x396_600kbps_football6.mp4,33
0,upscaled_704x396_600kbps_Chasing4.mp4,33
0,4k_cbr3Mbps_CourtYard.mp4,74
0,upscaled_704x396_600kbps_Blanc1.mp4,33
0,upscaled_1080p_1Mbps_Whale.mp4,46
0,4k_cbr15Mbps_golf1.mp4,91
0,4k_cbr3Mbps_Bonfire.mp4,8
0,4k_cbr15Mbps_football6.mp4,91
0,reference_football4.mp4,28
0,4k_cbr3Mbps_Fizzle1.mp4,39
0,4k_cbr15Mbps_Light3.mp4,87
0,4k_cbr15Mbps_Light4.mp4,92
0,4k_cbr15Mbps_football5.mp4,77
0,4k_cbr15Mbps_football4.mp4,86
0,reference_Porsche.mp4,92
0,upscaled_704x396_600kbps_football1.mp4,20
0,4k_cbr15Mbps_Blanc1.mp4,94
0,4k_cbr3Mbps_football2.mp4,75
0,4k_cbr3Mbps_Blanc3.mp4,90
0,4k_cbr15Mbps_Chasing4.mp4,90
0,4k_cbr3Mbps_CenterPanorama.mp4,78
0,reference_football1.mp4,50
0,reference_Blanc3.mp4,91
0,4k_cbr3Mbps_football8.mp4,60
0,upscaled_704x396_600kbps_Light3.mp4,34
0,upscaled_1080p_cbr6Mbps_football3.mp4,58
0,upscaled_704x396_600kbps_CourtYard.mp4,37
0,4k_cbr15Mbps_football2.mp4,94
0,upscaled_720p_2600kbps_Bonfire.mp4,5
0,upscaled_720p_2600kbps_CourtYard.mp4,41
0,4k_cbr15Mbps_football10.mp4,95
0,upscaled_1080p_cbr6Mbps_Porsche.mp4,89
0,upscaled_1080p_1Mbps_CourtYard.mp4,59
0,reference_Bravia2.mp4,96
