,Unnamed: 0,hash_name,score,first_session,video,raw_mos_zscore
0,0,96388728961800304753469079739103365315.y4m,69,True,USOpen_AVC_SFR_396p_800K_148.y4m,65.310425
1,1,159005758223266806153377592270409520569.y4m,62,True,EPLDay_HEVC_SFR_540p_1100K_74.y4m,60.665268
2,2,289621139200368314878133441430839523888.y4m,76,True,USOpen_AVC_SFR_720p_2000K_148.y4m,69.955574
3,3,266158390159312343292013687589043283619.y4m,24,True,EPLDay_HEVC_SFR_288p_300K_74.y4m,35.448727
4,4,14160222648687170933262175147340148151.y4m,69,True,USOpen_HEVC_SFR_720p_2200K_148.y4m,65.310425
5,5,30871450333479299574284723986391284338.y4m,20,True,EPLDay_AVC_HFR_288p_300K_74.y4m,32.794353
6,6,51209370423804899606254656516064542459.y4m,64,True,USOpen_AVC_SFR_540p_1800K_148.y4m,61.99245
7,7,74949936593130473536600414452815106161.y4m,47,True,EPLDay_HEVC_HFR_540p_1900K_74.y4m,50.71137
8,8,182396876626172856267929380833559729943.y4m,72,True,TNFF_HEVC_SFR_540p_1900K_114.y4m,67.3012
9,9,64412298036340975229043205008021598797.y4m,41,True,EPLDay_HEVC_SFR_540p_1900K_74.y4m,46.729813
10,10,87839485779271216445202730536435988378.y4m,69,True,TNFF_HEVC_HFR_720p_2200K_114.y4m,65.310425
11,11,93022504624522010840962798373433771525.y4m,24,True,EPLDay_HEVC_SFR_396p_600K_74.y4m,35.448727
12,12,44685461523926052336599012933706285674.y4m,49,True,TNFF_AVC_SFR_540p_1200K_336.y4m,52.03856
13,13,145945144934659613624443048106293965729.y4m,36,True,USOpen_HEVC_SFR_396p_900K_648.y4m,43.411846
14,14,292033643911996880734262934434551056101.y4m,68,True,TNFF_HEVC_SFR_540p_1900K_336.y4m,64.64683
15,15,173383254095492391426848847987298562087.y4m,20,True,TNFF_AVC_HFR_396p_600K_114.y4m,32.794353
16,16,14241645553105461707877138042464368956.y4m,19,True,USOpen_AVC_SFR_288p_200K_148.y4m,32.13076
17,17,205198153170075647012239825239856920659.y4m,64,True,TNFF_HEVC_SFR_540p_1100K_336.y4m,61.99245
18,18,198326974077222852934106071125114001334.y4m,16,True,TNFF_AVC_SFR_396p_400K_114.y4m,30.139982
