,0,1
0,20428790591973698562275154384349337870.y4m,28
0,110633055949691751914426971701317604177.y4m,61
0,94034036498422274354815851509622382539.y4m,58
0,212364189504293014885876801026636739813.y4m,78
0,49856161668581561765233017122417785783.y4m,20
0,128316308472564432805182547030482099890.y4m,32
0,218797781427374539278633862426308069907.y4m,32
0,183818464567138483221404171067239884576.y4m,63
0,122929821148975351774037956914120178840.y4m,67
0,172485354443147687495826236125528020826.y4m,39
0,286944206728148461178567290794571858015.y4m,35
0,122258309174620402603193220961292925181.y4m,57
0,211748399537087526910336351022439753539.y4m,37
0,255282022672005947121716882838712453026.y4m,38
0,14299588383469745170635568006499641576.y4m,27
0,105942227825741890827028801182831893632.y4m,61
0,267956806525482940188065099104244041648.y4m,38
0,68360330852844458466032385840218779291.y4m,97
0,61552609253819006848619756072877077866.y4m,20
0,210910047146759413576953554531403056593.y4m,7
0,281094568428745226250575904028991070755.y4m,23
0,184224595208201765892012938725550851615.y4m,60
0,168827236464177048193393535681647049224.y4m,41
0,231500214070058543694510048677007043524.y4m,35
0,226837749413597047420881072959313883501.y4m,69
0,182157168317867125189351167444564526797.y4m,28
0,12607237751912985356729210174591902738.y4m,11
0,286951433403935184802412665827204090506.y4m,19
0,109127575612627929366188410917693732959.y4m,47
0,73597536790541127537096780808876430199.y4m,64
0,329357639442062393615932168212647518001.y4m,31
0,276505504924506612406633628089036401162.y4m,50
0,107972489709825899386726519673988859547.y4m,45
0,41789816500295085945755887374890270606.y4m,52
0,257719836583319954961282471749337237918.y4m,47
0,336280816183787488384224108982778628874.y4m,22
0,116598126089666378079331731067261069417.y4m,31
0,156904449378279480197565765953117560980.y4m,21
0,1547940232635734329014889938388036085.y4m,14
0,283005392929254373615021696232526879145.y4m,15
0,288771886382383530352869774987104755294.y4m,32
0,148800394999214671528329371133995160257.y4m,87
0,209129979875576685315713041037133837753.y4m,39
0,253844796835041788889216483918193819679.y4m,34
0,184319621099233508945272130926829570888.y4m,30
0,124207145255284870457375744892119160398.y4m,29
0,113322231157512440684639196919729238573.y4m,32
0,286553958836311551609221694283557837761.y4m,32
0,89599380031247215274206260379241778189.y4m,36
0,30590764916250264597129325601611663311.y4m,17
0,214404244707195030625324902541207085594.y4m,28
0,161637059544618047628905344138524073781.y4m,38
0,208852576279080958674547809465491320795.y4m,16
0,299608957606498972228503006920324598298.y4m,32
0,98463578067699146494304933440100035453.y4m,74
0,288438565918500831870849660924693160677.y4m,71
0,313644340709534594306808168878359142918.y4m,35
0,184436094980911102725228526334255999469.y4m,53
0,277364693454829038878994803394851189782.y4m,22
0,271801356920490594927768501601244811159.y4m,28
0,255999921452040482592586759899843806667.y4m,31
0,145474310034659688015345021313606840282.y4m,43
0,219868172228757137392660119532843249475.y4m,59
0,332593043588804616285569038458071798115.y4m,17
0,88315416891098343390034520037631575293.y4m,54
0,317500158707222497091444425558438586539.y4m,35
0,297786564474114883459706089508755735377.y4m,58
0,310001529999443597000915946138816843052.y4m,36
0,65653653729269531469407532802087132975.y4m,94
0,87033691991306674757508956115364558571.y4m,71
0,193213294464486884687111374640052161991.y4m,16
0,143117248474984157175745521494359596324.y4m,18
0,163510072312799543427463656914320254963.y4m,28
0,182576609951173873291276967015820370223.y4m,43
0,102766090170356144725167020391829597108.y4m,36
0,244367845322658182868244074376419905577.y4m,40
0,14355760933860173731675425852640722611.y4m,61
0,33978979786134600066383782854845113141.y4m,60
0,220737870032901150484392241841520569932.y4m,25
0,37374264030380859426384550060248411423.y4m,24
0,307066867612951233106360876602419712855.y4m,39
0,84429919623310113815384542778144500055.y4m,44
0,72164772510459005647647743944967931829.y4m,41
0,240792041345625778499795216370900368583.y4m,44
0,254496809071863829104372392711977623503.y4m,61
0,118350720227216751299228064904613188359.y4m,55
0,28273251877129853798734113748509426129.y4m,23
0,301372012356261046652938520365670861051.y4m,22
0,284550720452949881889455822653316158335.y4m,35
0,247172007874212731710045241128136391856.y4m,62
0,21772631763511610515359448641220322053.y4m,28
0,125490425725583983348182992488916325638.y4m,30
0,211997388781223734257401675148318211510.y4m,26
0,56239646028452288913774412932656969839.y4m,75
0,334748175482133469618407515551591356761.y4m,23
0,316740762095389944678109342512019426954.y4m,25
0,79241690749769548974107736132301914565.y4m,26
0,2216259868503876770420175780430146442.y4m,39
0,244214116995982826600871960629043916600.y4m,42
0,90939027582151633697168479729462541228.y4m,37
0,314445694172655561857797574770537949161.y4m,28
0,193715919282290054117381361703089484676.y4m,33
0,334995483810535216847662955978339735665.y4m,20
0,292338047405413932653900202604621258998.y4m,44
0,330698912276783590094463162885808080477.y4m,37
0,114064853416794612890460312490235053215.y4m,37
0,183980321948346812736284926706715101317.y4m,30
0,224364196885256868610024501942326796907.y4m,24
0,337783028205665067917150164848314898074.y4m,47
0,28651004939841350920796654612633127537.y4m,14
0,96534691069420340436920574672247852046.y4m,56
0,28359911429680422888664204136856006243.y4m,29
0,253525516386645139743975349285036270272.y4m,25
0,192368723192203004695936935825363039056.y4m,37
0,24390427576663726418414876929071686171.y4m,30
0,246320518103021449329396541598379894224.y4m,13
0,110303702977700373321254986536379043525.y4m,25
0,106066611185684705843958823534876857129.y4m,38
0,65895504775898857410357066353030959010.y4m,44
0,329845217083174815794255607628563435035.y4m,12
0,111404610716173654931954474331540265144.y4m,39
0,148780398093569890309185963523923765906.y4m,10
0,313216493380300455888566308392342173261.y4m,30
0,151679462551700766803044506051440512365.y4m,36
0,105657986898668319663333618207597997163.y4m,17
