,0,1
0,213885464466177616995985110055734638214.y4m,41
0,282444525081854161880440814325164737688.y4m,45
0,241724479271545622991198140626793950691.y4m,44
0,99577838186224644440879803783544404619.y4m,31
0,129813955263460260699884633481897421534.y4m,53
0,286346309380442293610776387783360447228.y4m,21
0,49373582159152781312095355995878979527.y4m,59
0,25504726934903097170212314657785698629.y4m,41
0,317680665261509239083312009899052343986.y4m,40
0,37252854507256334982895368574900349071.y4m,33
0,187592953499215206746441562317701182531.y4m,43
0,29196221807298093796131309331971632436.y4m,41
0,32570057079454123683852288893212585412.y4m,27
0,192011648290187543789338698554234596588.y4m,18
0,41135947222332723832185880260095100546.y4m,43
0,266929683030206246512916786243776019661.y4m,40
0,245844877923015536452634350877784068073.y4m,45
0,130800416120709522964526686206701814339.y4m,46
0,291136994837994225287945049617098165881.y4m,71
0,71420449389695707046428942566404383947.y4m,31
0,226993337888800299456001128481261747047.y4m,27
0,27853102044289506601198900179845794718.y4m,34
0,42689802812500431607206798841998235665.y4m,42
0,268888755057882860285585366966172372175.y4m,31
0,316421848538543551244401217423502782549.y4m,6
0,250086990873923323946744967184887132566.y4m,6
0,57433606348005250144896946322320404524.y4m,5
0,153122635404938372986611499467396150311.y4m,16
0,159854258954277750747843720971738004902.y4m,26
0,257753287600778057182976011092582500179.y4m,30
0,275296156261318800693681291462845020168.y4m,31
0,221180310861568673052523280753342106579.y4m,49
0,308746183377883616034568609520839149329.y4m,41
0,108170187877879222893123254009594309480.y4m,44
0,89738792378888521736961131004207163635.y4m,33
0,299662475271944158281984285568655708467.y4m,35
0,1971070579676925468356710549856008622.y4m,60
0,272150889073912220399311621617455824814.y4m,38
0,172955932547895536507307323045012967547.y4m,77
0,74591859767133558672150486303106546388.y4m,28
0,303862408844720408554515193409841557692.y4m,5
0,217910609486578276218831644947706306431.y4m,41
0,284472523365328988166087111790367290063.y4m,46
0,184819034898039371510406158920851381542.y4m,31
0,52399724487445823113488760455157739106.y4m,2
0,17308054326001514443505533974343673100.y4m,4
0,300814032289060663492700620528529457660.y4m,1
0,208298232351072860463657126616977734007.y4m,3
0,235954645322586004792404780745208904059.y4m,77
0,325639304771507810999791000276372992108.y4m,26
0,121933696559397775861951464769410444387.y4m,45
0,12908461547700371100708737235462268102.y4m,11
0,272892226832210409676423650723554056187.y4m,42
0,95507184578330590976254988617279445811.y4m,38
0,233210832599099104446005406001445117408.y4m,17
0,126895075228937023366908490544587148989.y4m,11
0,280632469681031363205473788875996402966.y4m,28
0,74252760729371506366074349810442990223.y4m,1
0,59417347579616083958870438285593619489.y4m,1
0,256869052012058075908935166999904398083.y4m,28
0,185778862366547915410511859360753071479.y4m,14
0,93200227589757143495432031934743411433.y4m,61
0,39017978020608228637870993150143449856.y4m,1
0,203066308701770318154697169053971349006.y4m,50
0,161828370780104647382984328184227267803.y4m,36
0,225951196189916445491416389567959652807.y4m,1
0,309282245523915747677199455730137348730.y4m,39
0,181697726342853092821256074451355146014.y4m,37
0,164353097606155341910272489987490432082.y4m,38
0,207503194636156770901855031339381463721.y4m,35
0,226205218456556939102851269268880970698.y4m,49
0,123941600250322845102683402335579800933.y4m,36
0,166644478593950235123330157137415190979.y4m,41
0,261049478420819233908795587595306266626.y4m,64
0,292229406890047704191906797737136684753.y4m,44
0,124102068483042899109190238164455919511.y4m,42
0,67474631451304547093351830283198396501.y4m,11
0,133668649716586990484146815994077993464.y4m,1
0,280508705618619363083131411479892238803.y4m,22
0,283393341324654574138358164788476382601.y4m,32
0,60289308586512004076565930912461786775.y4m,1
0,265379179246747225669257497210443591509.y4m,1
0,141773281696134469874549028106558148951.y4m,25
0,329845916420285742641012096296583286187.y4m,44
0,8356206559968305031763179302639131092.y4m,59
0,85640103444633857969095455132036468639.y4m,47
0,202695625112709065810289439815236570628.y4m,1
0,194735912003782974717992598010423340143.y4m,34
0,249438694953055087244425357472283988902.y4m,1
0,58130500991515444445874419506402405088.y4m,24
0,31527954446657710796974439455278905040.y4m,42
0,201866561069827123994114585968241132024.y4m,13
0,265427779286173782819754639876802519101.y4m,61
0,90022460500598271166737152492278633189.y4m,1
0,60128027764518822228112217191592999907.y4m,33
0,326822782165378259600998739469423003465.y4m,37
0,105085703457398217829753224153338120538.y4m,58
0,285677636747373692343308674392350758147.y4m,40
0,161310947733441481592565995592703840008.y4m,39
0,264427719001308447113538077212518634660.y4m,39
0,326800244460615648150063527367007190681.y4m,37
0,31141265872076466686881991890290647278.y4m,35
0,228406414350777349095338461416442003442.y4m,35
0,63628500908607951574634535420152304225.y4m,40
0,27535988334685253918425213234809256555.y4m,10
0,10882718144881516404176338686083748806.y4m,60
0,245250478931332179768400771354466926740.y4m,10
0,25260707989082124299598423660454776457.y4m,43
0,283369622124431245869121408293022316482.y4m,44
0,261756029454488287946451919892516562910.y4m,43
0,72133702727539126997017426650612305710.y4m,36
0,210763181947047564996341105436487056721.y4m,48
0,6731509688661805951482771812729594513.y4m,57
0,172359166573154116825621262564687450970.y4m,59
0,177013634999779099703081445311035696530.y4m,37
0,250320333012911819289754288094257844864.y4m,51
0,308196629359248880085047306875578324905.y4m,42
0,144694982297043944124674595006710145532.y4m,9
0,53042610402904320837393790252290806238.y4m,3
0,97482356872365472049408671682734787382.y4m,5
0,239970017979729634341717849720180559121.y4m,41
0,337126823403821851021822078270733656398.y4m,43
0,101196204915964071922784433875447491679.y4m,53
0,48025016965411101062473284270970724247.y4m,51
0,209417150962200272839462990033318794432.y4m,37
