,0,1
0,156904449378279480197565765953117560980.y4m,26
0,68360330852844458466032385840218779291.y4m,93
0,105942227825741890827028801182831893632.y4m,67
0,281094568428745226250575904028991070755.y4m,27
0,268063494289450245847191156911322825100.y4m,28
0,325572937761775283041949225561560650206.y4m,41
0,319386791475488267549161217458559166261.y4m,46
0,267415303902360765580554161422735717450.y4m,49
0,211997388781223734257401675148318211510.y4m,36
0,286553958836311551609221694283557837761.y4m,35
0,89599380031247215274206260379241778189.y4m,65
0,125490425725583983348182992488916325638.y4m,34
0,45981441565324764851657808922742218952.y4m,62
0,317402513067647966989306182856900708951.y4m,22
0,288438565918500831870849660924693160677.y4m,34
0,253844796835041788889216483918193819679.y4m,24
0,43168649094941460182098410453465772453.y4m,38
0,257719836583319954961282471749337237918.y4m,50
0,330698912276783590094463162885808080477.y4m,57
0,209129979875576685315713041037133837753.y4m,63
0,20224377538311656524364753148444120368.y4m,89
0,148800394999214671528329371133995160257.y4m,80
0,53644371848765098724854261231433522602.y4m,6
0,286951433403935184802412665827204090506.y4m,10
0,88315416891098343390034520037631575293.y4m,75
0,212364189504293014885876801026636739813.y4m,70
0,47712961831354663683093288463533217915.y4m,23
0,225222042209065316649653912024435216463.y4m,50
0,230615781553700114202247999748245097683.y4m,30
0,65895504775898857410357066353030959010.y4m,49
0,161637059544618047628905344138524073781.y4m,51
0,192368723192203004695936935825363039056.y4m,48
0,134887625249863097170539008388085163730.y4m,10
0,65565480736557673436310174972163512325.y4m,37
0,307066867612951233106360876602419712855.y4m,23
0,88309363507104323586152800886860905139.y4m,38
0,14355760933860173731675425852640722611.y4m,64
0,182157168317867125189351167444564526797.y4m,25
0,218797781427374539278633862426308069907.y4m,24
0,136992981622422181421132609511619238046.y4m,48
0,239617371481414318231513651333777452874.y4m,64
0,329845217083174815794255607628563435035.y4m,2
0,33978979786134600066383782854845113141.y4m,50
0,72763497578819914658274267257790687897.y4m,44
0,254496809071863829104372392711977623503.y4m,70
0,105657986898668319663333618207597997163.y4m,3
0,73597536790541127537096780808876430199.y4m,61
0,150975641094223229983175925407667154399.y4m,2
0,84429919623310113815384542778144500055.y4m,26
0,122258309174620402603193220961292925181.y4m,45
0,96534691069420340436920574672247852046.y4m,47
0,2216259868503876770420175780430146442.y4m,29
0,301372012356261046652938520365670861051.y4m,19
0,36034561471955561276398366404739123810.y4m,28
0,28651004939841350920796654612633127537.y4m,7
0,83277782794535419138388818100543619721.y4m,27
0,65653653729269531469407532802087132975.y4m,99
0,87711263632846160488309817835132897308.y4m,62
0,12607237751912985356729210174591902738.y4m,10
0,334995483810535216847662955978339735665.y4m,8
0,126900490453680539735287745510152456018.y4m,45
0,313644340709534594306808168878359142918.y4m,37
0,140418891307973177988809877275652937509.y4m,57
0,274381275758492068211163685618458414579.y4m,39
0,233694505049409636575615295920132747560.y4m,50
0,14299588383469745170635568006499641576.y4m,45
0,255282022672005947121716882838712453026.y4m,54
0,193715919282290054117381361703089484676.y4m,60
0,244214116995982826600871960629043916600.y4m,27
0,39759848095392529150455918876585462068.y4m,51
0,109127575612627929366188410917693732959.y4m,59
0,336875307830761332793195498873571831587.y4m,59
0,97479053583248573091348721389788156450.y4m,62
0,93328256706542773168291356633340504807.y4m,72
0,195913895863575670331331817283558260690.y4m,9
0,328471264072876523216026033918437401787.y4m,29
0,288857684598560264085519527860329257950.y4m,28
0,131391231083997715827021928687065400756.y4m,82
0,107972489709825899386726519673988859547.y4m,62
0,247172007874212731710045241128136391856.y4m,56
0,70986140353213563733605911551451443744.y4m,62
0,96412898465411765558531014687350516276.y4m,36
0,30590764916250264597129325601611663311.y4m,5
0,138691827497814229814377548512856056934.y4m,51
0,122410070261929394509625114153233392833.y4m,35
0,79241690749769548974107736132301914565.y4m,12
0,247799275479585618019058483819076443789.y4m,3
0,254602754268123448483349816960643389068.y4m,74
0,180258876450600071489037058269732414212.y4m,22
0,37747368638107780560344969287437680584.y4m,6
0,210910047146759413576953554531403056593.y4m,1
0,66259711056203548371532425519432699158.y4m,47
0,184436094980911102725228526334255999469.y4m,47
0,177676884190736148190593115449487875396.y4m,64
0,72164772510459005647647743944967931829.y4m,47
0,28359911429680422888664204136856006243.y4m,26
0,317500158707222497091444425558438586539.y4m,37
0,288771886382383530352869774987104755294.y4m,43
0,81821650464797119233884171635691454890.y4m,8
0,46377042948321384180881294973766225099.y4m,44
0,60566402529378514910976425631595438513.y4m,31
0,275753993419725153383838464425506120748.y4m,39
0,202621991564024156929890580686566821059.y4m,41
0,47991026169440524977264633586016271986.y4m,70
0,332593043588804616285569038458071798115.y4m,26
0,118020241481527181306766630823000514229.y4m,18
0,192218470441192607965650306309013103924.y4m,51
0,124207145255284870457375744892119160398.y4m,35
0,24077592465009226304868652412277443232.y4m,20
0,122929821148975351774037956914120178840.y4m,55
0,97203236897002203246194073187253366504.y4m,48
0,284550720452949881889455822653316158335.y4m,47
0,234097650750808491432721995919661816763.y4m,34
0,47313942769072554412047524475468174011.y4m,22
0,281074250574708777933368175675791041620.y4m,4
0,145474310034659688015345021313606840282.y4m,74
0,171337782888492268057044536624888338517.y4m,44
0,74383220702311185016850598391928640231.y4m,51
0,7693994079740634145821728873994765090.y4m,75
0,311925461922173039190120815526994767085.y4m,38
0,162863598070787543864311813184619205005.y4m,4
0,187298059111511550202499426278689534803.y4m,43
0,208852576279080958674547809465491320795.y4m,3
0,21772631763511610515359448641220322053.y4m,35
0,184224595208201765892012938725550851615.y4m,74
