,0,1
0,58076610052517561630307538981440874601.y4m,100
0,161637059544618047628905344138524073781.y4m,91
0,301372012356261046652938520365670861051.y4m,38
0,329845217083174815794255607628563435035.y4m,33
0,94034036498422274354815851509622382539.y4m,72
0,284550720452949881889455822653316158335.y4m,90
0,105657986898668319663333618207597997163.y4m,38
0,65565480736557673436310174972163512325.y4m,74
0,118020241481527181306766630823000514229.y4m,15
0,202621991564024156929890580686566821059.y4m,25
0,288438565918500831870849660924693160677.y4m,91
0,254496809071863829104372392711977623503.y4m,94
0,155407610695959803372557494324200683219.y4m,9
0,193213294464486884687111374640052161991.y4m,1
0,299608957606498972228503006920324598298.y4m,66
0,171337782888492268057044536624888338517.y4m,44
0,122258309174620402603193220961292925181.y4m,69
0,289138594691579741440143832203652086762.y4m,80
0,14299588383469745170635568006499641576.y4m,90
0,93328256706542773168291356633340504807.y4m,73
0,328471264072876523216026033918437401787.y4m,35
0,74383220702311185016850598391928640231.y4m,51
0,20428790591973698562275154384349337870.y4m,1
0,264308092138755182072039819998151609791.y4m,62
0,70986140353213563733605911551451443744.y4m,66
0,145534927248202929853560107448893222087.y4m,37
0,312945364894260530501230224730631997884.y4m,66
0,276505504924506612406633628089036401162.y4m,42
0,41789816500295085945755887374890270606.y4m,91
0,105942227825741890827028801182831893632.y4m,73
0,230615781553700114202247999748245097683.y4m,50
0,7693994079740634145821728873994765090.y4m,91
0,110633055949691751914426971701317604177.y4m,89
0,47313942769072554412047524475468174011.y4m,64
0,177676884190736148190593115449487875396.y4m,82
0,316740762095389944678109342512019426954.y4m,1
0,138170236657205700260074755694361419287.y4m,80
0,325273396641050073384448065268679172622.y4m,57
0,62930852523704358936656404033657761886.y4m,39
0,83277782794535419138388818100543619721.y4m,32
0,107972489709825899386726519673988859547.y4m,45
0,336280816183787488384224108982778628874.y4m,26
0,253525516386645139743975349285036270272.y4m,50
0,37374264030380859426384550060248411423.y4m,13
0,114064853416794612890460312490235053215.y4m,40
0,292338047405413932653900202604621258998.y4m,64
0,137216627784701331568611955323066510024.y4m,61
0,337667658880335957916367300810436789849.y4m,58
0,327524834091511757649704690884484934405.y4m,38
0,180258876450600071489037058269732414212.y4m,32
0,268063494289450245847191156911322825100.y4m,60
0,34525571221424433563914267200219502136.y4m,48
0,89599380031247215274206260379241778189.y4m,44
0,84429919623310113815384542778144500055.y4m,54
0,319386791475488267549161217458559166261.y4m,61
0,125967911904688557255111195249825574353.y4m,11
0,36034561471955561276398366404739123810.y4m,62
0,211600389569040273709811112445749526741.y4m,4
0,192368723192203004695936935825363039056.y4m,5
0,336875307830761332793195498873571831587.y4m,71
0,334995483810535216847662955978339735665.y4m,4
0,334748175482133469618407515551591356761.y4m,4
0,240792041345625778499795216370900368583.y4m,80
0,104107716277742175767611938605344405170.y4m,69
0,81821650464797119233884171635691454890.y4m,15
0,61552609253819006848619756072877077866.y4m,33
0,247782123912345390124696275053651320593.y4m,61
0,45981441565324764851657808922742218952.y4m,90
0,330698912276783590094463162885808080477.y4m,81
0,313590970083858616707491093722153201878.y4m,73
0,172485354443147687495826236125528020826.y4m,83
0,280860897073756743985315496535564113653.y4m,47
0,72763497578819914658274267257790687897.y4m,43
0,195913895863575670331331817283558260690.y4m,27
0,247799275479585618019058483819076443789.y4m,15
0,2216259868503876770420175780430146442.y4m,33
0,47712961831354663683093288463533217915.y4m,12
0,307447739125463141898209871065995342557.y4m,52
0,214404244707195030625324902541207085594.y4m,38
0,199264699369526265539743190065057784619.y4m,36
0,125490425725583983348182992488916325638.y4m,35
0,247172007874212731710045241128136391856.y4m,89
0,145474310034659688015345021313606840282.y4m,82
0,39759848095392529150455918876585462068.y4m,80
0,215356198985850718945295209453628108056.y4m,21
0,301141931621972643742095367663127565233.y4m,36
0,307066867612951233106360876602419712855.y4m,62
0,14355760933860173731675425852640722611.y4m,84
0,220550749928157748072722023008525912383.y4m,33
0,136992981622422181421132609511619238046.y4m,51
0,88380028405330925463203022444274285084.y4m,15
0,28651004939841350920796654612633127537.y4m,14
0,143117248474984157175745521494359596324.y4m,29
0,208852576279080958674547809465491320795.y4m,11
0,183818464567138483221404171067239884576.y4m,87
0,2614452269844054199558602051728143855.y4m,43
0,106704756187281552964855025669931641131.y4m,76
0,68360330852844458466032385840218779291.y4m,100
0,65895504775898857410357066353030959010.y4m,71
0,33746680407033697278939205569857135216.y4m,62
0,24077592465009226304868652412277443232.y4m,38
0,325572937761775283041949225561560650206.y4m,53
0,255282022672005947121716882838712453026.y4m,90
0,211997388781223734257401675148318211510.y4m,78
0,113322231157512440684639196919729238573.y4m,61
0,87033691991306674757508956115364558571.y4m,83
0,163510072312799543427463656914320254963.y4m,58
0,234097650750808491432721995919661816763.y4m,45
0,225222042209065316649653912024435216463.y4m,74
0,235874669988633133275731896552590774129.y4m,31
0,317402513067647966989306182856900708951.y4m,13
0,231500214070058543694510048677007043524.y4m,73
0,136035350812115583747755665840353091649.y4m,95
0,193715919282290054117381361703089484676.y4m,66
0,311925461922173039190120815526994767085.y4m,86
0,225306515036916083436499172046384793485.y4m,57
0,281094568428745226250575904028991070755.y4m,41
0,267956806525482940188065099104244041648.y4m,37
0,209129979875576685315713041037133837753.y4m,60
0,98463578067699146494304933440100035453.y4m,83
0,49499124708754027432685319070855881831.y4m,71
0,150659894948931297659024922918339500979.y4m,5
0,253844796835041788889216483918193819679.y4m,19
0,297786564474114883459706089508755735377.y4m,59
0,49856161668581561765233017122417785783.y4m,57
