,0,1
0,336280816183787488384224108982778628874.y4m,23
0,68360330852844458466032385840218779291.y4m,77
0,155407610695959803372557494324200683219.y4m,27
0,314445694172655561857797574770537949161.y4m,42
0,192218470441192607965650306309013103924.y4m,65
0,137216627784701331568611955323066510024.y4m,48
0,316740762095389944678109342512019426954.y4m,23
0,37747368638107780560344969287437680584.y4m,27
0,161637059544618047628905344138524073781.y4m,58
0,203705833798557677211092233890945342702.y4m,60
0,189618431223948422201870436657855489365.y4m,65
0,21389282487617890959763953365015312314.y4m,65
0,87711263632846160488309817835132897308.y4m,48
0,264308092138755182072039819998151609791.y4m,70
0,46377042948321384180881294973766225099.y4m,67
0,162863598070787543864311813184619205005.y4m,25
0,172485354443147687495826236125528020826.y4m,42
0,286944206728148461178567290794571858015.y4m,80
0,218390395050703807610449557399700576369.y4m,11
0,267415303902360765580554161422735717450.y4m,75
0,192368723192203004695936935825363039056.y4m,52
0,183980321948346812736284926706715101317.y4m,44
0,88309363507104323586152800886860905139.y4m,45
0,65653653729269531469407532802087132975.y4m,87
0,118020241481527181306766630823000514229.y4m,24
0,145534927248202929853560107448893222087.y4m,27
0,329845217083174815794255607628563435035.y4m,26
0,150659894948931297659024922918339500979.y4m,16
0,53644371848765098724854261231433522602.y4m,13
0,163510072312799543427463656914320254963.y4m,58
0,148780398093569890309185963523923765906.y4m,21
0,325572937761775283041949225561560650206.y4m,56
0,60566402529378514910976425631595438513.y4m,8
0,312945364894260530501230224730631997884.y4m,65
0,286553958836311551609221694283557837761.y4m,34
0,253844796835041788889216483918193819679.y4m,35
0,288857684598560264085519527860329257950.y4m,27
0,73597536790541127537096780808876430199.y4m,66
0,231500214070058543694510048677007043524.y4m,52
0,98463578067699146494304933440100035453.y4m,65
0,332593043588804616285569038458071798115.y4m,26
0,256224331243095858912592308393374604799.y4m,38
0,106704756187281552964855025669931641131.y4m,49
0,220737870032901150484392241841520569932.y4m,36
0,2614452269844054199558602051728143855.y4m,37
0,145506730618490687621242412889311185264.y4m,71
0,239617371481414318231513651333777452874.y4m,70
0,105942227825741890827028801182831893632.y4m,56
0,240792041345625778499795216370900368583.y4m,44
0,122929821148975351774037956914120178840.y4m,68
0,145474310034659688015345021313606840282.y4m,64
0,28359911429680422888664204136856006243.y4m,44
0,4968677123091714835008116794343536377.y4m,29
0,148800394999214671528329371133995160257.y4m,81
0,180258876450600071489037058269732414212.y4m,2
0,34525571221424433563914267200219502136.y4m,46
0,247782123912345390124696275053651320593.y4m,37
0,182576609951173873291276967015820370223.y4m,47
0,257719836583319954961282471749337237918.y4m,51
0,313216493380300455888566308392342173261.y4m,36
0,7693994079740634145821728873994765090.y4m,68
0,225222042209065316649653912024435216463.y4m,59
0,219868172228757137392660119532843249475.y4m,59
0,267956806525482940188065099104244041648.y4m,37
0,128316308472564432805182547030482099890.y4m,41
0,276407339827074707896189415897795030655.y4m,43
0,1547940232635734329014889938388036085.y4m,20
0,281074250574708777933368175675791041620.y4m,16
0,105657986898668319663333618207597997163.y4m,32
0,15324870053611183598914739456546117526.y4m,27
0,182157168317867125189351167444564526797.y4m,20
0,244367845322658182868244074376419905577.y4m,27
0,337667658880335957916367300810436789849.y4m,18
0,334995483810535216847662955978339735665.y4m,12
0,280860897073756743985315496535564113653.y4m,49
0,209129979875576685315713041037133837753.y4m,42
0,94034036498422274354815851509622382539.y4m,43
0,81821650464797119233884171635691454890.y4m,1
0,109127575612627929366188410917693732959.y4m,66
0,171337782888492268057044536624888338517.y4m,33
0,72164772510459005647647743944967931829.y4m,46
0,113322231157512440684639196919729238573.y4m,45
0,313644340709534594306808168878359142918.y4m,42
0,277364693454829038878994803394851189782.y4m,34
0,275928337971093463956942244159726419047.y4m,67
0,143117248474984157175745521494359596324.y4m,38
0,14299588383469745170635568006499641576.y4m,43
0,66259711056203548371532425519432699158.y4m,50
0,24077592465009226304868652412277443232.y4m,34
0,301372012356261046652938520365670861051.y4m,19
0,254496809071863829104372392711977623503.y4m,49
0,234097650750808491432721995919661816763.y4m,42
0,92284195552565772263340456522515660041.y4m,19
0,140418891307973177988809877275652937509.y4m,52
0,114064853416794612890460312490235053215.y4m,48
0,275753993419725153383838464425506120748.y4m,44
0,72763497578819914658274267257790687897.y4m,43
0,79241690749769548974107736132301914565.y4m,12
0,28651004939841350920796654612633127537.y4m,18
0,89599380031247215274206260379241778189.y4m,45
0,226837749413597047420881072959313883501.y4m,47
0,36034561471955561276398366404739123810.y4m,39
0,20224377538311656524364753148444120368.y4m,52
0,61552609253819006848619756072877077866.y4m,34
0,125967911904688557255111195249825574353.y4m,29
0,220546252143487811100015042744542329515.y4m,35
0,88380028405330925463203022444274285084.y4m,27
0,97203236897002203246194073187253366504.y4m,38
0,65565480736557673436310174972163512325.y4m,41
0,218797781427374539278633862426308069907.y4m,37
0,33978979786134600066383782854845113141.y4m,54
0,62930852523704358936656404033657761886.y4m,39
0,288438565918500831870849660924693160677.y4m,44
0,199264699369526265539743190065057784619.y4m,28
0,49499124708754027432685319070855881831.y4m,48
0,184319621099233508945272130926829570888.y4m,37
0,119352662079414833188989206508630620255.y4m,45
0,96412898465411765558531014687350516276.y4m,13
0,24390427576663726418414876929071686171.y4m,28
0,211997388781223734257401675148318211510.y4m,29
0,307066867612951233106360876602419712855.y4m,48
0,84429919623310113815384542778144500055.y4m,42
0,327524834091511757649704690884484934405.y4m,23
0,96534691069420340436920574672247852046.y4m,55
0,74383220702311185016850598391928640231.y4m,45
