,0,1
0,8013377497539126215053688843884625581.y4m,35
0,138481408777610684240117699122035801762.y4m,8
0,254396647225293854570678618965462048685.y4m,63
0,290873652377542542412188115564052087079.y4m,28
0,150793900935950379611973856116761151432.y4m,50
0,206882496633758777973602204295960725062.y4m,31
0,245912831642104771837843823280922616381.y4m,83
0,270683396196321904115943959291107747488.y4m,29
0,317460437993144229613694686557820291415.y4m,82
0,151823175796941053219315048828903892470.y4m,24
0,128042525015855328030890141282408336961.y4m,59
0,37902545894192977473995447840865907242.y4m,81
0,123331150489763968291736901782701399217.y4m,31
0,256479748283695416860971318585405328418.y4m,51
0,279990150029282105205501963866488879809.y4m,4
0,20609728359946093724103879588952857296.y4m,22
0,238195874388822038960408145073597958896.y4m,37
0,31911207890560825832508539501449815931.y4m,79
0,52965404849847130439519819068953728811.y4m,29
0,333980729700051788531561692001357868218.y4m,12
0,64522899231732951984223262129680375641.y4m,38
0,119246860425717637818250706154537282806.y4m,66
0,197676353682463695443732627647823104704.y4m,7
0,12867492218391770583021951121106491314.y4m,13
0,13492328664093673612448565019592897724.y4m,71
0,301255993428580292147471557646720325980.y4m,99
0,61332290055157260628549378016185763002.y4m,29
0,96468857016342263233632437013486829576.y4m,31
0,184854842914834868467593606800085103290.y4m,72
0,176728106173906595435261450118372267496.y4m,83
0,145114528019443363519841921894629016489.y4m,79
0,293787464690429702773687398720426914267.y4m,1
0,165353517619388003905369499696519339624.y4m,26
0,29365641939440526686085604805791184239.y4m,91
0,189876900768713901787099485659867967796.y4m,87
0,138970369277573671494326859989332924053.y4m,33
0,289017926951408895876189996679991517329.y4m,100
0,126602597337793576069706184797546732129.y4m,55
0,95663546556772629797573900569306800184.y4m,58
0,260471663455379802271600875740588143697.y4m,55
0,264059656319902618509432306415939739297.y4m,69
0,163804106106169106146138228995751093032.y4m,23
0,123384028275829579731372198179776865522.y4m,11
0,70598911931431874319923688044607080852.y4m,18
0,149340766565600388247062014409245362600.y4m,49
0,62897170342731302757968216099799496867.y4m,72
0,74845469875544980661931438000417668678.y4m,100
0,292017929549968742556578882899889497380.y4m,72
0,314863134429019137346517783353085433729.y4m,56
0,297886359453265106540625375421596751632.y4m,29
0,109258675982032168897631186282865368887.y4m,90
0,172127686649341580367543782819918794864.y4m,58
0,101644311081863874597963204544234053980.y4m,60
0,124541590670373389109034090197606637542.y4m,57
0,311763373976957900446009983821154371114.y4m,50
0,30172117673125632857999278703389455111.y4m,40
0,250261094754809788522658736116164322882.y4m,74
0,128610381633942767891394475493485343321.y4m,23
0,220510437930623916511674064415650885516.y4m,81
0,236053135138170116583360662631589453148.y4m,1
0,154072772878772041576008282372997091857.y4m,51
0,196900216184969701184101256346479657444.y4m,70
0,161943710045368321693058546134973346332.y4m,80
0,4483435561037917620615280033595573782.y4m,14
0,253209575622772932789448646325419382942.y4m,72
0,66092370328398091557471141257001670224.y4m,40
0,59736687275987491423120871140450648000.y4m,26
0,328715899376205927215079195810457814060.y4m,24
0,158807136774885285079198538003335894022.y4m,72
0,154807389889976842448249185568316274152.y4m,43
0,67171646721919702032725628078240868949.y4m,37
0,314877108400228371841203318529876427718.y4m,93
0,40324171238767894871500910308122660677.y4m,1
0,197604820305044659643606936888884428569.y4m,26
0,95948011213357013958259283093245616629.y4m,49
0,236770767278192609894946748754822177965.y4m,38
0,99854943974740714951769738563499263842.y4m,33
0,123576549595572984947362846362385940356.y4m,76
0,71537947284426720001316520184313026352.y4m,100
0,24636679600735785347139338897306038642.y4m,26
0,227902148558128874143732700150425531060.y4m,1
0,126726564226517799517520979904088100701.y4m,59
0,31471927803453488695183321321851310963.y4m,66
0,269123482981352976378193743026562614335.y4m,77
0,292768692193399584830006938385446147229.y4m,35
0,190563245034059056562161994281140966697.y4m,10
0,339263946943365977788427212839157676416.y4m,27
0,2970711484064645789316516926964177594.y4m,72
0,317543107580853651655036497450363391536.y4m,37
0,272887235865251134294166431215383619369.y4m,97
0,67509689931996319416983512737738849455.y4m,27
0,176275377886418655672707367270019638894.y4m,6
0,47589336834685208072274517545200342320.y4m,69
0,327898138839228813509254687908211505801.y4m,84
0,90030249153424983309767954974105880788.y4m,28
0,266068991366274837712486955654837862915.y4m,90
0,139761788806559252734991712036122420589.y4m,27
0,144860930196634716413950167521921760864.y4m,83
0,195889868476012207567076273821150075492.y4m,65
0,134601792892375531042691279877989156117.y4m,59
0,291008196138195890035756511674811828729.y4m,38
0,75223644537191376691470345884124562074.y4m,35
0,153813491560149276951141585497788948000.y4m,8
0,31976899182782506147876488762605270570.y4m,34
0,102198085667671440436131636921206969634.y4m,72
0,223434030385728111575767709751018718306.y4m,43
0,89244700947143376120246549218535503022.y4m,28
0,92207206500275709271169161028386358514.y4m,66
0,181818824180269330269089852494227933175.y4m,32
0,259188028857418542817817448738846715492.y4m,79
0,31580576053957890759038956796294809505.y4m,17
0,115112807969929642920484032723476893147.y4m,50
0,321896591191503642385228053570667170566.y4m,53
0,32065684782842246154541198715142343516.y4m,59
0,241005091017036011172608515958837010281.y4m,64
0,315759041361398758667112347704727825124.y4m,96
0,244463013588601118224960286505226057745.y4m,33
0,198725094353363747521630033086903162178.y4m,60
0,241215369184545187147245714821134431690.y4m,63
0,60920182358140246463150800070431090163.y4m,80
0,297947706805208166827532444989133588395.y4m,20
0,109081724158530434657251639424963799902.y4m,57
0,285317454430543300803585824960401684984.y4m,2
0,326210168047450535760810374181900429378.y4m,80
0,122338583405590691643428634762901492943.y4m,25
