,0,1
0,upscaled_704x396_600kbps_Swordsmith1.mp4,13
0,upscaled_704x396_600kbps_Blanc2.mp4,25
0,upscaled_1080p_1Mbps_NighTraffic.mp4,36
0,upscaled_1080p_cbr6Mbps_Flowers.mp4,67
0,reference_football2.mp4,80
0,upscaled_1080p_1Mbps_Chasing4.mp4,50
0,upscaled_1080p_cbr6Mbps_football5.mp4,43
0,4k_cbr3Mbps_golf1.mp4,48
0,4k_cbr15Mbps_NewYork1.mp4,77
0,upscaled_1080p_1Mbps_football8.mp4,49
0,upscaled_704x396_600kbps_Bonfire.mp4,1
0,4k_cbr3Mbps_football2.mp4,94
0,4k_cbr15Mbps_Daylight1.mp4,73
0,upscaled_1080p_cbr6Mbps_football8.mp4,71
0,upscaled_720p_2600kbps_Swordsmith1.mp4,25
0,reference_football9.mp4,68
0,4k_cbr15Mbps_Fizzle2.mp4,73
0,4k_cbr3Mbps_Bonfire.mp4,1
0,upscaled_704x396_600kbps_UrbanLandmark.mp4,54
0,upscaled_1080p_cbr6Mbps_Bravia2.mp4,62
0,upscaled_704x396_600kbps_Flowers.mp4,8
0,upscaled_1080p_1Mbps_football5.mp4,43
0,upscaled_704x396_600kbps_Chasing4.mp4,20
0,upscaled_720p_2600kbps_football8.mp4,62
0,4k_cbr15Mbps_Skyscraper.mp4,90
0,reference_Bonfire.mp4,79
0,upscaled_1080p_1Mbps_football9.mp4,36
0,upscaled_704x396_600kbps_Skyscraper.mp4,45
0,4k_cbr3Mbps_football10.mp4,49
0,upscaled_1080p_1Mbps_Swordsmith1.mp4,49
0,upscaled_704x396_600kbps_football5.mp4,26
0,4k_cbr15Mbps_Chasing1.mp4,99
0,upscaled_1080p_1Mbps_Bonfire.mp4,1
0,upscaled_1080p_cbr6Mbps_golf1.mp4,90
0,upscaled_1080p_cbr6Mbps_NewYork1.mp4,87
0,4k_cbr15Mbps_Bravia2.mp4,80
0,upscaled_720p_2600kbps_UrbanLandmark.mp4,25
0,upscaled_704x396_600kbps_Fizzle2.mp4,31
0,reference_football10.mp4,61
0,upscaled_1080p_1Mbps_Light2.mp4,32
0,reference_UrbanLandmark.mp4,83
0,upscaled_704x396_600kbps_football2.mp4,49
0,4k_cbr3Mbps_Chasing1.mp4,99
0,reference_Swordsmith1.mp4,91
0,upscaled_1080p_cbr6Mbps_Bonfire.mp4,72
0,upscaled_704x396_600kbps_football9.mp4,6
0,4k_cbr3Mbps_UrbanLandmark.mp4,87
0,4k_cbr3Mbps_football5.mp4,76
0,4k_cbr3Mbps_Daylight1.mp4,54
0,upscaled_704x396_600kbps_golf2.mp4,34
0,upscaled_1080p_cbr6Mbps_UrbanLandmark.mp4,85
0,4k_cbr15Mbps_Flowers.mp4,88
0,reference_Fizzle2.mp4,71
0,upscaled_704x396_600kbps_Daylight1.mp4,43
0,upscaled_1080p_cbr6Mbps_Light4.mp4,48
0,upscaled_720p_2600kbps_football9.mp4,15
0,upscaled_1080p_cbr6Mbps_football10.mp4,57
0,upscaled_704x396_600kbps_Light2.mp4,25
0,4k_cbr3Mbps_Blanc2.mp4,83
0,upscaled_1080p_1Mbps_Light4.mp4,52
0,4k_cbr15Mbps_golf2.mp4,73
0,4k_cbr15Mbps_football8.mp4,74
0,upscaled_704x396_600kbps_Chasing1.mp4,34
0,reference_Flowers.mp4,94
0,upscaled_720p_2600kbps_Chasing4.mp4,48
0,reference_Bravia2.mp4,72
0,upscaled_1080p_1Mbps_golf2.mp4,51
0,reference_Light2.mp4,57
0,4k_cbr15Mbps_Swordsmith1.mp4,95
0,upscaled_720p_2600kbps_Fizzle2.mp4,51
0,4k_cbr3Mbps_Bravia2.mp4,49
0,upscaled_720p_2600kbps_golf1.mp4,25
0,upscaled_1080p_cbr6Mbps_football2.mp4,93
0,4k_cbr3Mbps_NighTraffic.mp4,70
0,upscaled_720p_2600kbps_Blanc2.mp4,26
0,upscaled_720p_2600kbps_NewYork1.mp4,36
0,4k_cbr15Mbps_golf1.mp4,86
0,upscaled_720p_2600kbps_NighTraffic.mp4,25
0,4k_cbr15Mbps_Bonfire.mp4,82
0,4k_cbr15Mbps_Light4.mp4,59
0,upscaled_1080p_cbr6Mbps_Daylight1.mp4,58
0,upscaled_1080p_1Mbps_Blanc2.mp4,36
0,upscaled_704x396_600kbps_football10.mp4,32
0,4k_cbr15Mbps_Light2.mp4,40
0,reference_Light4.mp4,69
0,4k_cbr15Mbps_Chasing4.mp4,90
0,upscaled_720p_2600kbps_football10.mp4,31
0,4k_cbr3Mbps_Light4.mp4,47
0,reference_Blanc2.mp4,98
0,upscaled_1080p_1Mbps_Bravia2.mp4,39
0,upscaled_720p_2600kbps_Skyscraper.mp4,36
0,upscaled_1080p_1Mbps_NewYork1.mp4,47
0,upscaled_720p_2600kbps_football5.mp4,36
0,reference_golf1.mp4,95
0,upscaled_704x396_600kbps_NewYork1.mp4,20
0,4k_cbr15Mbps_football9.mp4,74
0,upscaled_1080p_cbr6Mbps_Skyscraper.mp4,75
0,4k_cbr3Mbps_Fizzle2.mp4,38
0,upscaled_720p_2600kbps_Chasing1.mp4,37
0,upscaled_704x396_600kbps_Light4.mp4,29
0,upscaled_1080p_1Mbps_Fizzle2.mp4,32
0,upscaled_1080p_cbr6Mbps_Light2.mp4,50
0,upscaled_704x396_600kbps_football8.mp4,41
0,reference_Chasing4.mp4,62
0,upscaled_720p_2600kbps_golf2.mp4,58
0,reference_football5.mp4,60
0,4k_cbr3Mbps_football9.mp4,62
0,upscaled_1080p_1Mbps_football2.mp4,42
0,reference_NighTraffic.mp4,65
0,upscaled_1080p_1Mbps_Chasing1.mp4,54
0,4k_cbr15Mbps_UrbanLandmark.mp4,82
0,upscaled_1080p_cbr6Mbps_NighTraffic.mp4,69
0,4k_cbr3Mbps_football8.mp4,65
0,4k_cbr3Mbps_Skyscraper.mp4,83
0,upscaled_1080p_cbr6Mbps_Fizzle2.mp4,72
0,upscaled_1080p_cbr6Mbps_golf2.mp4,62
0,4k_cbr15Mbps_football10.mp4,58
0,upscaled_1080p_cbr6Mbps_Chasing1.mp4,95
0,upscaled_1080p_cbr6Mbps_football9.mp4,77
0,4k_cbr3Mbps_Flowers.mp4,9
0,4k_cbr15Mbps_football2.mp4,61
0,upscaled_720p_2600kbps_Bonfire.mp4,35
0,upscaled_1080p_cbr6Mbps_Chasing4.mp4,75
0,reference_Daylight1.mp4,58
0,upscaled_704x396_600kbps_Bravia2.mp4,25
0,4k_cbr3Mbps_Chasing4.mp4,49
0,upscaled_720p_2600kbps_Light2.mp4,35
0,upscaled_1080p_1Mbps_golf1.mp4,36
0,reference_golf2.mp4,85
0,4k_cbr15Mbps_Blanc2.mp4,86
0,upscaled_720p_2600kbps_Flowers.mp4,12
0,upscaled_1080p_1Mbps_Skyscraper.mp4,38
0,reference_football8.mp4,43
0,upscaled_720p_2600kbps_football2.mp4,44
0,upscaled_1080p_cbr6Mbps_Blanc2.mp4,73
0,upscaled_1080p_1Mbps_Flowers.mp4,4
0,4k_cbr3Mbps_Swordsmith1.mp4,53
0,reference_Skyscraper.mp4,73
0,reference_NewYork1.mp4,75
0,upscaled_720p_2600kbps_Daylight1.mp4,35
0,4k_cbr3Mbps_Light2.mp4,35
0,4k_cbr15Mbps_NighTraffic.mp4,70
0,upscaled_1080p_1Mbps_football10.mp4,39
0,4k_cbr15Mbps_football5.mp4,59
0,4k_cbr3Mbps_golf2.mp4,59
0,4k_cbr3Mbps_NewYork1.mp4,73
0,upscaled_720p_2600kbps_Light4.mp4,29
0,reference_Chasing1.mp4,100
