,0,1
0,upscaled_720p_2600kbps_football5.mp4,49
0,upscaled_1080p_1Mbps_Chasing1.mp4,40
0,reference_football7.mp4,73
0,upscaled_720p_2600kbps_golf1.mp4,26
0,4k_cbr3Mbps_golf2.mp4,72
0,upscaled_704x396_600kbps_Blanc3.mp4,41
0,upscaled_1080p_cbr6Mbps_football5.mp4,88
0,4k_cbr15Mbps_Swordsmith2.mp4,94
0,4k_cbr3Mbps_football2.mp4,95
0,reference_Blanc1.mp4,100
0,upscaled_1080p_cbr6Mbps_football4.mp4,98
0,upscaled_1080p_1Mbps_football10.mp4,8
0,4k_cbr3Mbps_CourtYard.mp4,80
0,upscaled_720p_2600kbps_Blanc1.mp4,49
0,4k_cbr15Mbps_football8.mp4,99
0,4k_cbr15Mbps_NewYork2.mp4,98
0,upscaled_704x396_600kbps_NewYork1.mp4,3
0,4k_cbr15Mbps_NighTraffic.mp4,90
0,4k_cbr15Mbps_OfficeBuilding.mp4,89
0,4k_cbr3Mbps_NewYork2.mp4,31
0,upscaled_720p_2600kbps_NighTraffic.mp4,13
0,upscaled_704x396_600kbps_Chasing4.mp4,38
0,upscaled_1080p_1Mbps_Bravia2.mp4,27
0,reference_golf1.mp4,99
0,upscaled_1080p_cbr6Mbps_CourtYard.mp4,93
0,reference_Porsche.mp4,95
0,4k_cbr15Mbps_football4.mp4,90
0,reference_NighTraffic.mp4,70
0,upscaled_720p_2600kbps_Swordsmith2.mp4,49
0,upscaled_704x396_600kbps_football10.mp4,14
0,4k_cbr15Mbps_Skyscraper.mp4,98
0,upscaled_704x396_600kbps_Chasing1.mp4,61
0,4k_cbr3Mbps_football8.mp4,88
0,upscaled_704x396_600kbps_Porsche.mp4,51
0,upscaled_1080p_1Mbps_NighTraffic.mp4,54
0,4k_cbr3Mbps_Chasing1.mp4,100
0,upscaled_1080p_cbr6Mbps_football8.mp4,82
0,upscaled_1080p_1Mbps_Chasing4.mp4,72
0,4k_cbr15Mbps_Porsche.mp4,99
0,upscaled_1080p_cbr6Mbps_NewYork1.mp4,89
0,reference_golf2.mp4,100
0,4k_cbr15Mbps_Blanc1.mp4,100
0,upscaled_1080p_1Mbps_Swordsmith2.mp4,52
0,upscaled_720p_2600kbps_football2.mp4,13
0,upscaled_1080p_1Mbps_NewYork2.mp4,38
0,reference_NewYork1.mp4,85
0,upscaled_704x396_600kbps_football8.mp4,42
0,upscaled_1080p_1Mbps_Skyscraper.mp4,52
0,upscaled_1080p_cbr6Mbps_football7.mp4,81
0,reference_Chasing1.mp4,100
0,upscaled_1080p_cbr6Mbps_Chasing4.mp4,100
0,upscaled_1080p_cbr6Mbps_NewYork2.mp4,97
0,4k_cbr15Mbps_Chasing1.mp4,95
0,upscaled_1080p_1Mbps_football8.mp4,50
0,4k_cbr3Mbps_OfficeBuilding.mp4,59
0,reference_Skyscraper.mp4,85
0,upscaled_1080p_1Mbps_golf2.mp4,27
0,4k_cbr3Mbps_golf1.mp4,85
0,upscaled_720p_2600kbps_Chasing4.mp4,43
0,reference_football10.mp4,98
0,upscaled_720p_2600kbps_Blanc3.mp4,61
0,upscaled_1080p_cbr6Mbps_Blanc1.mp4,83
0,upscaled_704x396_600kbps_NewYork2.mp4,10
0,4k_cbr3Mbps_football7.mp4,73
0,4k_cbr15Mbps_golf2.mp4,100
0,upscaled_704x396_600kbps_OfficeBuilding.mp4,39
0,4k_cbr15Mbps_Bravia2.mp4,100
0,reference_football8.mp4,78
0,upscaled_704x396_600kbps_football7.mp4,44
0,upscaled_1080p_1Mbps_football5.mp4,47
0,upscaled_1080p_cbr6Mbps_NighTraffic.mp4,76
0,upscaled_1080p_cbr6Mbps_Skyscraper.mp4,77
0,4k_cbr3Mbps_Chasing4.mp4,86
0,4k_cbr15Mbps_football7.mp4,83
0,upscaled_720p_2600kbps_Chasing1.mp4,47
0,upscaled_1080p_cbr6Mbps_Swordsmith2.mp4,78
0,upscaled_1080p_1Mbps_Blanc3.mp4,81
0,upscaled_720p_2600kbps_CourtYard.mp4,42
0,upscaled_1080p_cbr6Mbps_Chasing1.mp4,95
0,reference_football2.mp4,100
0,upscaled_1080p_cbr6Mbps_golf1.mp4,100
0,4k_cbr3Mbps_Skyscraper.mp4,83
0,reference_NewYork2.mp4,94
0,upscaled_720p_2600kbps_NewYork1.mp4,16
0,upscaled_704x396_600kbps_Skyscraper.mp4,38
0,upscaled_704x396_600kbps_football5.mp4,27
0,upscaled_720p_2600kbps_OfficeBuilding.mp4,46
0,upscaled_704x396_600kbps_football2.mp4,15
0,upscaled_1080p_cbr6Mbps_Bravia2.mp4,68
0,upscaled_1080p_1Mbps_OfficeBuilding.mp4,42
0,4k_cbr15Mbps_Blanc3.mp4,100
0,upscaled_720p_2600kbps_Skyscraper.mp4,49
0,4k_cbr15Mbps_football5.mp4,85
0,upscaled_1080p_1Mbps_golf1.mp4,48
0,upscaled_704x396_600kbps_golf2.mp4,2
0,upscaled_1080p_1Mbps_football2.mp4,49
0,4k_cbr3Mbps_NighTraffic.mp4,65
0,upscaled_720p_2600kbps_Porsche.mp4,69
0,upscaled_720p_2600kbps_NewYork2.mp4,5
0,4k_cbr3Mbps_football5.mp4,8
0,upscaled_1080p_cbr6Mbps_OfficeBuilding.mp4,76
0,reference_CourtYard.mp4,80
0,reference_Chasing4.mp4,87
0,4k_cbr3Mbps_Bravia2.mp4,67
0,reference_Swordsmith2.mp4,83
0,4k_cbr3Mbps_football10.mp4,73
0,upscaled_720p_2600kbps_football8.mp4,49
0,upscaled_704x396_600kbps_NighTraffic.mp4,28
0,upscaled_1080p_cbr6Mbps_Porsche.mp4,93
0,reference_football4.mp4,86
0,4k_cbr3Mbps_Blanc3.mp4,76
0,upscaled_1080p_cbr6Mbps_football10.mp4,62
0,upscaled_1080p_1Mbps_football4.mp4,60
0,upscaled_704x396_600kbps_Swordsmith2.mp4,64
0,upscaled_720p_2600kbps_football10.mp4,1
0,upscaled_720p_2600kbps_football4.mp4,79
0,4k_cbr15Mbps_CourtYard.mp4,100
0,4k_cbr3Mbps_Blanc1.mp4,98
0,upscaled_704x396_600kbps_golf1.mp4,39
0,reference_football5.mp4,87
0,reference_OfficeBuilding.mp4,97
0,upscaled_1080p_cbr6Mbps_football2.mp4,94
0,upscaled_720p_2600kbps_golf2.mp4,77
0,upscaled_704x396_600kbps_Bravia2.mp4,19
0,upscaled_1080p_cbr6Mbps_Blanc3.mp4,100
0,upscaled_1080p_1Mbps_Porsche.mp4,78
0,upscaled_704x396_600kbps_CourtYard.mp4,66
0,upscaled_1080p_cbr6Mbps_golf2.mp4,83
0,upscaled_704x396_600kbps_Blanc1.mp4,46
0,upscaled_720p_2600kbps_football7.mp4,73
0,4k_cbr15Mbps_golf1.mp4,100
0,upscaled_720p_2600kbps_Bravia2.mp4,14
0,upscaled_1080p_1Mbps_NewYork1.mp4,25
0,upscaled_1080p_1Mbps_Blanc1.mp4,72
0,reference_Blanc3.mp4,100
0,upscaled_704x396_600kbps_football4.mp4,4
0,4k_cbr15Mbps_NewYork1.mp4,85
